symbol_id,symbol,base,quote,type,spot,active,taker,maker,info_status,info_isSpotTradingAllowed,precision_amount,precision_price,motivo_descartado
binance:BEL/TRY,BEL/TRY,BEL,TRY,spot,1,1,0.001,0.001,TRADING,1,0.01,0.01,quote=FIAT
binance:BEL/USDT:USDT,BEL/USDT:USDT,BEL,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.0001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BERA/TRY,BERA/TRY,BERA,TRY,spot,1,1,0.001,0.001,TRADING,1,0.001,0.01,quote=FIAT
binance:BERA/USDT:USDT,BERA/USDT:USDT,BERA,USDT,swap,0,1,0.0005,0.0002,TRADING,,0.1,0.001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BETA/BNB,BETA/BNB,BETA,BNB,spot,1,0,0.001,0.001,BREAK,1,1,0.0000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BETA/BTC,BETA/BTC,BETA,BTC,spot,1,0,0.001,0.001,BREAK,1,1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BETA/BUSD,BETA/BUSD,BETA,BUSD,spot,1,0,0.001,0.001,BREAK,1,1,0.00001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BETA/ETH,BETA/ETH,BETA,ETH,spot,1,0,0.001,0.001,BREAK,1,0.1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BETA/USDT,BETA/USDT,BETA,USDT,spot,1,0,0.001,0.001,BREAK,1,1,0.00001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BETH/BUSD,BETH/BUSD,BETH,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.0001,0.01,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BETH/ETH,BETH/ETH,BETH,ETH,spot,1,0,0.001,0.001,BREAK,1,0.0001,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BETH/USDT,BETH/USDT,BETH,USDT,spot,1,0,0.001,0.001,BREAK,1,0.0001,0.01,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BGBP/USDC,BGBP/USDC,BGBP,USDC,spot,1,0,0.001,0.001,BREAK,1,0.01,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BICO/BUSD,BICO/BUSD,BICO,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.01,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BICO/USDT:USDT,BICO/USDT:USDT,BICO,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.0001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BID/USDT:USDT,BID/USDT:USDT,BID,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BIFI/BNB,BIFI/BNB,BIFI,BNB,spot,1,0,0.001,0.001,BREAK,1,0.001,0.001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BIFI/BUSD,BIFI/BUSD,BIFI,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.001,0.1,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BIGTIME/USDT:USDT,BIGTIME/USDT:USDT,BIGTIME,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BIO/TRY,BIO/TRY,BIO,TRY,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001,quote=FIAT
binance:BIO/USDT:USDT,BIO/USDT:USDT,BIO,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BKRW/BUSD,BKRW/BUSD,BKRW,BUSD,spot,1,0,0.001,0.001,BREAK,1,1,0.0000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BKRW/USDT,BKRW/USDT,BKRW,USDT,spot,1,0,0.001,0.001,BREAK,1,1,0.0000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BLUR/BTC,BLUR/BTC,BLUR,BTC,spot,1,0,0.001,0.001,BREAK,1,0.1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BLUR/FDUSD,BLUR/FDUSD,BLUR,FDUSD,spot,1,0,0.001,0.001,BREAK,1,0.1,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BLUR/TRY,BLUR/TRY,BLUR,TRY,spot,1,1,0.001,0.001,TRADING,1,0.1,0.01,quote=FIAT
binance:BLUR/USDT:USDT,BLUR/USDT:USDT,BLUR,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BLZ/BNB,BLZ/BNB,BLZ,BNB,spot,1,0,0.001,0.001,BREAK,1,1,0.0000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BLZ/BTC,BLZ/BTC,BLZ,BTC,spot,1,0,0.001,0.001,BREAK,1,1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BLZ/BUSD,BLZ/BUSD,BLZ,BUSD,spot,1,0,0.001,0.001,BREAK,1,1,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BLZ/ETH,BLZ/ETH,BLZ,ETH,spot,1,0,0.001,0.001,BREAK,1,1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BLZ/FDUSD,BLZ/FDUSD,BLZ,FDUSD,spot,1,0,0.001,0.001,BREAK,1,1,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BLZ/USDT,BLZ/USDT,BLZ,USDT,spot,1,0,0.001,0.001,BREAK,1,1,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BLZ/USDT:USDT,BLZ/USDT:USDT,BLZ,USDT,swap,0,0,0.0005,0.0002,SETTLING,,1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; active='FALSE' no permitido; info_status='SETTLING' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BMT/TRY,BMT/TRY,BMT,TRY,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001,quote=FIAT
binance:BMT/USDT:USDT,BMT/USDT:USDT,BMT,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BNB/ARS,BNB/ARS,BNB,ARS,spot,1,1,0.001,0.001,TRADING,1,0.001,1,quote=FIAT
binance:BNB/AUD,BNB/AUD,BNB,AUD,spot,1,0,0.001,0.001,BREAK,1,0.001,0.1,quote=FIAT; active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNB/BIDR,BNB/BIDR,BNB,BIDR,spot,1,0,0.001,0.001,BREAK,1,0.001,1,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNB/BKRW,BNB/BKRW,BNB,BKRW,spot,1,0,0.001,0.001,BREAK,1,0.001,1,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNB/BRL,BNB/BRL,BNB,BRL,spot,1,1,0.001,0.001,TRADING,1,0.001,1,quote=FIAT
binance:BNB/BUSD,BNB/BUSD,BNB,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.001,0.1,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNB/DAI,BNB/DAI,BNB,DAI,spot,1,0,0.001,0.001,BREAK,1,0.001,0.1,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNB/EUR,BNB/EUR,BNB,EUR,spot,1,1,0.001,0.001,TRADING,1,0.001,0.01,quote=FIAT
binance:BNB/GBP,BNB/GBP,BNB,GBP,spot,1,0,0.001,0.001,BREAK,1,0.001,0.1,quote=FIAT; active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNB/IDRT,BNB/IDRT,BNB,IDRT,spot,1,0,0.001,0.001,BREAK,1,0.001,1,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNB/JPY,BNB/JPY,BNB,JPY,spot,1,1,0.001,0.001,TRADING,1,0.0001,1,quote=FIAT
binance:BNB/NGN,BNB/NGN,BNB,NGN,spot,1,0,0.001,0.001,BREAK,1,0.001,1,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNB/PAX,BNB/PAX,BNB,PAX,spot,1,0,0.001,0.001,BREAK,1,0.001,0.1,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNB/RUB,BNB/RUB,BNB,RUB,spot,1,0,0.001,0.001,BREAK,1,0.001,0.01,quote=FIAT; active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNB/TRY,BNB/TRY,BNB,TRY,spot,1,1,0.001,0.001,TRADING,1,0.001,1,quote=FIAT
binance:BNB/UAH,BNB/UAH,BNB,UAH,spot,1,0,0.001,0.001,BREAK,1,0.001,1,quote=FIAT; active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNB/USD:BNB,BNB/USD:BNB,BNB,USD,swap,0,1,0.0005,0.0001,,,1,0.01,quote=FIAT; type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_status='NAN' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BNB/USD:BNB-250926,BNB/USD:BNB-250926,BNB,USD,future,0,1,0.0005,0.0001,,,1,0.01,quote=FIAT; type='FUTURE' no permitido; spot='FALSE' no permitido; future='TRUE' no permitido; info_status='NAN' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BNB/USD:BNB-251226,BNB/USD:BNB-251226,BNB,USD,future,0,1,0.0005,0.0001,,,1,0.01,quote=FIAT; type='FUTURE' no permitido; spot='FALSE' no permitido; future='TRUE' no permitido; info_status='NAN' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BNB/USDC:USDC,BNB/USDC:USDC,BNB,USDC,swap,0,1,0.0005,0.0002,TRADING,,0.01,0.01,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BNB/USDP,BNB/USDP,BNB,USDP,spot,1,0,0.001,0.001,BREAK,1,0.001,0.01,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNB/USDS,BNB/USDS,BNB,USDS,spot,1,0,0.001,0.001,BREAK,1,0.01,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNB/USDT:USDT,BNB/USDT:USDT,BNB,USDT,swap,0,1,0.0005,0.0002,TRADING,,0.01,0.01,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BNB/UST,BNB/UST,BNB,UST,spot,1,0,0.001,0.001,BREAK,1,0.001,0.1,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNB/ZAR,BNB/ZAR,BNB,ZAR,spot,1,0,0.001,0.001,BREAK,1,0.01,0.01,quote=FIAT; active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNBBEAR/BUSD,BNBBEAR/BUSD,BNBBEAR,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.00001,0.01,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNBBEAR/USDT,BNBBEAR/USDT,BNBBEAR,USDT,spot,1,0,0.001,0.001,BREAK,1,0.00001,0.01,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNBBULL/BUSD,BNBBULL/BUSD,BNBBULL,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.00001,0.01,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNBBULL/USDT,BNBBULL/USDT,BNBBULL,USDT,spot,1,0,0.001,0.001,BREAK,1,0.00001,0.01,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNBDOWN/USDT,BNBDOWN/USDT,BNBDOWN,USDT,spot,1,0,0.001,0.001,BREAK,0,0.01,0.000001,active='FALSE' no permitido; info_status='BREAK' no permitido; info_isSpotTradingAllowed='FALSE' no permitido
binance:BNBUP/USDT,BNBUP/USDT,BNBUP,USDT,spot,1,0,0.001,0.001,BREAK,0,0.01,0.01,active='FALSE' no permitido; info_status='BREAK' no permitido; info_isSpotTradingAllowed='FALSE' no permitido
binance:BNT/BTC,BNT/BTC,BNT,BTC,spot,1,0,0.001,0.001,BREAK,1,0.1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNT/BUSD,BNT/BUSD,BNT,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.1,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNT/ETH,BNT/ETH,BNT,ETH,spot,1,0,0.001,0.001,BREAK,1,0.1,0.0000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNT/USDT:USDT,BNT/USDT:USDT,BNT,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BNX/BNB,BNX/BNB,BNX,BNB,spot,1,0,0.001,0.001,BREAK,1,0.1,0.000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNX/BTC,BNX/BTC,BNX,BTC,spot,1,0,0.001,0.001,BREAK,1,0.1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNX/BUSD,BNX/BUSD,BNX,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.1,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNX/TRY,BNX/TRY,BNX,TRY,spot,1,0,0.001,0.001,BREAK,1,0.1,0.01,quote=FIAT; active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNX/USDC,BNX/USDC,BNX,USDC,spot,1,0,0.001,0.001,BREAK,1,0.1,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNX/USDT,BNX/USDT,BNX,USDT,spot,1,0,0.001,0.001,BREAK,1,0.1,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BNX/USDT:USDT,BNX/USDT:USDT,BNX,USDT,swap,0,0,0.0005,0.0002,SETTLING,,0.1,0.0001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; active='FALSE' no permitido; info_status='SETTLING' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BOME/BTC,BOME/BTC,BOME,BTC,spot,1,0,0.001,0.001,BREAK,1,1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BOME/EUR,BOME/EUR,BOME,EUR,spot,1,1,0.001,0.001,TRADING,1,1,0.000001,quote=FIAT
binance:BOME/TRY,BOME/TRY,BOME,TRY,spot,1,1,0.001,0.001,TRADING,1,1,0.0001,quote=FIAT
binance:BOME/USDC:USDC,BOME/USDC:USDC,BOME,USDC,swap,0,1,0.0005,0.0002,TRADING,,1,0.000001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BOME/USDT:USDT,BOME/USDT:USDT,BOME,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.000001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BOND/BNB,BOND/BNB,BOND,BNB,spot,1,0,0.001,0.001,BREAK,1,0.01,0.00001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BOND/BTC,BOND/BTC,BOND,BTC,spot,1,0,0.001,0.001,BREAK,1,0.01,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BOND/BUSD,BOND/BUSD,BOND,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.01,0.001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BOND/ETH,BOND/ETH,BOND,ETH,spot,1,0,0.001,0.001,BREAK,1,0.001,0.000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BOND/USDT,BOND/USDT,BOND,USDT,spot,1,0,0.001,0.001,BREAK,1,0.01,0.001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BOND/USDT:USDT,BOND/USDT:USDT,BOND,USDT,swap,0,0,0.0005,0.0002,SETTLING,,0.1,0.001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; active='FALSE' no permitido; info_status='SETTLING' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BONK/BRL,BONK/BRL,BONK,BRL,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001,quote=FIAT
binance:BONK/TRY,BONK/TRY,BONK,TRY,spot,1,1,0.001,0.001,TRADING,1,1,0.0000001,quote=FIAT
binance:BOT/BTC,BOT/BTC,BOT,BTC,spot,1,0,0.001,0.001,BREAK,1,0.0001,0.00001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BOT/BUSD,BOT/BUSD,BOT,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.00001,0.01,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BQX/BTC,BQX/BTC,BQX,BTC,spot,1,0,0.001,0.001,BREAK,1,1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BQX/ETH,BQX/ETH,BQX,ETH,spot,1,0,0.001,0.001,BREAK,1,10,10,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BR/USDT:USDT,BR/USDT:USDT,BR,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BRD/BNB,BRD/BNB,BRD,BNB,spot,1,0,0.001,0.001,BREAK,1,0.1,0.00001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BRD/BTC,BRD/BTC,BRD,BTC,spot,1,0,0.001,0.001,BREAK,1,1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BRD/ETH,BRD/ETH,BRD,ETH,spot,1,0,0.001,0.001,BREAK,1,1,0.00000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BRETT/USDT:USDT,BRETT/USDT:USDT,BRETT,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BROCCOLI714/USDT:USDT,BROCCOLI714/USDT:USDT,BROCCOLI714,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.00001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BROCCOLIF3B/USDT:USDT,BROCCOLIF3B/USDT:USDT,BROCCOLIF3B,USDT,swap,0,1,0.0005,0.0002,TRADING,,1,0.000001,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BSV/BTC,BSV/BTC,BSV,BTC,spot,1,0,0.001,0.001,BREAK,1,0.001,0.000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BSV/PAX,BSV/PAX,BSV,PAX,spot,1,0,0.001,0.001,BREAK,1,0.00001,0.01,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BSV/TUSD,BSV/TUSD,BSV,TUSD,spot,1,0,0.001,0.001,BREAK,1,0.00001,0.01,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BSV/USDC,BSV/USDC,BSV,USDC,spot,1,0,0.001,0.001,BREAK,1,0.00001,0.01,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BSV/USDT,BSV/USDT,BSV,USDT,spot,1,0,0.001,0.001,BREAK,1,0.00001,0.01,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BSV/USDT:USDT,BSV/USDT:USDT,BSV,USDT,swap,0,1,0.0005,0.0002,TRADING,,0.1,0.01,type='SWAP' no permitido; spot='FALSE' no permitido; swap='TRUE' no permitido; info_isSpotTradingAllowed='NAN' no permitido
binance:BSW/BNB,BSW/BNB,BSW,BNB,spot,1,0,0.001,0.001,BREAK,1,0.1,0.0000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BSW/BUSD,BSW/BUSD,BSW,BUSD,spot,1,0,0.001,0.001,BREAK,1,0.1,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BSW/ETH,BSW/ETH,BSW,ETH,spot,1,0,0.001,0.001,BREAK,1,0.01,0.0000001,active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BSW/TRY,BSW/TRY,BSW,TRY,spot,1,0,0.001,0.001,BREAK,1,0.01,0.001,quote=FIAT; active='FALSE' no permitido; info_status='BREAK' no permitido
binance:BSW/USDT,BSW/USDT,BSW,USDT,spot,1,0,0.001,0.001,BREAK,1,0.1,0.0001,active='FALSE' no permitido; info_status='BREAK' no permitido
