symbol_id,symbol,base,quote,type,spot,swap,future,option,active,taker,maker,info_status,info_isSpotTradingAllowed,precision_amount,precision_price
binance:LTC/USDC:USDC,LTC/USDC:USDC,LTC,USDC,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,0.001,0.01
binance:LTC/USDT,LTC/USDT,LTC,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.001,0.01
binance:LTC/USDT:USDT,LTC/USDT:USDT,LTC,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,0.001,0.01
binance:LTCDOWN/USDT,LTCDOWN/USDT,LTCDOWN,USDT,spot,1,0,0,0,0,0.001,0.001,BREAK,0,0.01,0.0001
binance:LTCUP/USDT,LTCUP/USDT,LTCUP,USDT,spot,1,0,0,0,0,0.001,0.001,BREAK,0,0.01,0.0001
binance:LTO/BNB,LTO/BNB,LTO,BNB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.000001
binance:LTO/BTC,LTO/BTC,LTO,BTC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.00000001
binance:LTO/BUSD,LTO/BUSD,LTO,BUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.0001
binance:LTO/USDT,LTO/USDT,LTO,USDT,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.0001
binance:LUMIA/TRY,LUMIA/TRY,LUMIA,TRY,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.01,0.01
binance:LUMIA/USDT,LUMIA/USDT,LUMIA,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.01,0.001
binance:LUMIA/USDT:USDT,LUMIA/USDT:USDT,LUMIA,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,0.1,0.0001
binance:LUN/BTC,LUN/BTC,LUN,BTC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.0000001
binance:LUN/ETH,LUN/ETH,LUN,ETH,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.000001
binance:LUNA/AUD,LUNA/AUD,LUNA,AUD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.00001
binance:LUNA/BIDR,LUNA/BIDR,LUNA,BIDR,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.01
binance:LUNA/BNB,LUNA/BNB,LUNA,BNB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.00000001
binance:LUNA/BRL,LUNA/BRL,LUNA,BRL,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.001,0.0001
binance:LUNA/BTC,LUNA/BTC,LUNA,BTC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.00000001
binance:LUNA/BUSD,LUNA/BUSD,LUNA,BUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.0001
binance:LUNA/ETH,LUNA/ETH,LUNA,ETH,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.001,0.00000001
binance:LUNA/EUR,LUNA/EUR,LUNA,EUR,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.00001
binance:LUNA/GBP,LUNA/GBP,LUNA,GBP,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.00001
binance:LUNA/TRY,LUNA/TRY,LUNA,TRY,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.01
binance:LUNA/USDT,LUNA/USDT,LUNA,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.01,0.0001
binance:LUNA/UST,LUNA/UST,LUNA,UST,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.0000001
binance:LUNA2/USDT:USDT,LUNA2/USDT:USDT,LUNA2,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,1,0.0001
binance:LUNC/BUSD,LUNC/BUSD,LUNC,BUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.00000001
binance:LUNC/TRY,LUNC/TRY,LUNC,TRY,spot,1,0,0,0,1,0.001,0.001,TRADING,1,1,0.000001
binance:LUNC/USDT,LUNC/USDT,LUNC,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.01,0.00000001
binance:M/USDT:USDT,M/USDT:USDT,M,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,1,0.0001
binance:MAGIC/BTC,MAGIC/BTC,MAGIC,BTC,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:MAGIC/BUSD,MAGIC/BUSD,MAGIC,BUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.0001
binance:MAGIC/FDUSD,MAGIC/FDUSD,MAGIC,FDUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.0001
binance:MAGIC/TRY,MAGIC/TRY,MAGIC,TRY,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.01
binance:MAGIC/USDC,MAGIC/USDC,MAGIC,USDC,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:MAGIC/USDT,MAGIC/USDT,MAGIC,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:MAGIC/USDT:USDT,MAGIC/USDT:USDT,MAGIC,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,0.1,0.0001
binance:MANA/BIDR,MANA/BIDR,MANA,BIDR,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,1
binance:MANA/BNB,MANA/BNB,MANA,BNB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.000001
binance:MANA/BRL,MANA/BRL,MANA,BRL,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.001
binance:MANA/BTC,MANA/BTC,MANA,BTC,spot,1,0,0,0,1,0.001,0.001,TRADING,1,1,0.00000001
binance:MANA/BUSD,MANA/BUSD,MANA,BUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.0001
binance:MANA/ETH,MANA/ETH,MANA,ETH,spot,1,0,0,0,1,0.001,0.001,TRADING,1,1,0.0000001
binance:MANA/TRY,MANA/TRY,MANA,TRY,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.01
binance:MANA/USD:MANA,MANA/USD:MANA,MANA,USD,swap,0,1,0,0,1,0.0005,0.0001,,,1,0.0001
binance:MANA/USDT,MANA/USDT,MANA,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,1,0.0001
binance:MANA/USDT:USDT,MANA/USDT:USDT,MANA,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,1,0.0001
binance:MANTA/BNB,MANTA/BNB,MANTA,BNB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.000001
binance:MANTA/BTC,MANTA/BTC,MANTA,BTC,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:MANTA/FDUSD,MANTA/FDUSD,MANTA,FDUSD,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.001
binance:MANTA/TRY,MANTA/TRY,MANTA,TRY,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.01
binance:MANTA/USDC,MANTA/USDC,MANTA,USDC,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.001
binance:MANTA/USDT,MANTA/USDT,MANTA,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.001
binance:MANTA/USDT:USDT,MANTA/USDT:USDT,MANTA,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,0.1,0.0001
binance:MASK/BNB,MASK/BNB,MASK,BNB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.000001
binance:MASK/BUSD,MASK/BUSD,MASK,BUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.001
binance:MASK/TRY,MASK/TRY,MASK,TRY,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.01
binance:MASK/USDC,MASK/USDC,MASK,USDC,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.001
binance:MASK/USDT,MASK/USDT,MASK,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.001
binance:MASK/USDT:USDT,MASK/USDT:USDT,MASK,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,1,0.0001
binance:MATIC/AUD,MATIC/AUD,MATIC,AUD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.0001
binance:MATIC/BIDR,MATIC/BIDR,MATIC,BIDR,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,1
binance:MATIC/BNB,MATIC/BNB,MATIC,BNB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.0000001
binance:MATIC/BRL,MATIC/BRL,MATIC,BRL,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.001
binance:MATIC/BTC,MATIC/BTC,MATIC,BTC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.00000001
binance:MATIC/BUSD,MATIC/BUSD,MATIC,BUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.0001
binance:MATIC/ETH,MATIC/ETH,MATIC,ETH,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.0000001
binance:MATIC/EUR,MATIC/EUR,MATIC,EUR,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.0001
binance:MATIC/FDUSD,MATIC/FDUSD,MATIC,FDUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.0001
binance:MATIC/GBP,MATIC/GBP,MATIC,GBP,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.0001
binance:MATIC/JPY,MATIC/JPY,MATIC,JPY,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.01
binance:MATIC/RUB,MATIC/RUB,MATIC,RUB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.01
binance:MATIC/TRY,MATIC/TRY,MATIC,TRY,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.01
binance:MATIC/TUSD,MATIC/TUSD,MATIC,TUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.0001
binance:MATIC/USDC,MATIC/USDC,MATIC,USDC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.0001
binance:MATIC/USDT,MATIC/USDT,MATIC,USDT,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.0001
binance:MAV/BTC,MAV/BTC,MAV,BTC,spot,1,0,0,0,1,0.001,0.001,TRADING,1,1,0.00000001
binance:MAV/TRY,MAV/TRY,MAV,TRY,spot,1,0,0,0,1,0.001,0.001,TRADING,1,1,0.01
binance:MAV/TUSD,MAV/TUSD,MAV,TUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.0001
binance:MAV/USDT,MAV/USDT,MAV,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,1,0.00001
binance:MAV/USDT:USDT,MAV/USDT:USDT,MAV,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,1,0.00001
binance:MAVIA/USDT:USDT,MAVIA/USDT:USDT,MAVIA,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,1,0.0001
binance:MBL/BNB,MBL/BNB,MBL,BNB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.00000001
binance:MBL/BTC,MBL/BTC,MBL,BTC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.00000001
binance:MBL/BUSD,MBL/BUSD,MBL,BUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.000001
binance:MBL/USDT,MBL/USDT,MBL,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,1,0.000001
binance:MBOX/BNB,MBOX/BNB,MBOX,BNB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.000001
binance:MBOX/BTC,MBOX/BTC,MBOX,BTC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.00000001
binance:MBOX/BUSD,MBOX/BUSD,MBOX,BUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.0001
binance:MBOX/TRY,MBOX/TRY,MBOX,TRY,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.01,0.001
binance:MBOX/USDT,MBOX/USDT,MBOX,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:MBOX/USDT:USDT,MBOX/USDT:USDT,MBOX,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,1,0.00001
binance:MC/BNB,MC/BNB,MC,BNB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.000001
binance:MC/BTC,MC/BTC,MC,BTC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.00000001
binance:MC/BUSD,MC/BUSD,MC,BUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.0001
binance:MC/USDT,MC/USDT,MC,USDT,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.0001
binance:MCO/BNB,MCO/BNB,MCO,BNB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.00001
binance:MCO/BTC,MCO/BTC,MCO,BTC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.0000001
binance:MCO/ETH,MCO/ETH,MCO,ETH,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.000001
binance:MCO/USDT,MCO/USDT,MCO,USDT,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.001,0.001
binance:MDA/BTC,MDA/BTC,MDA,BTC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.00000001
binance:MDA/ETH,MDA/ETH,MDA,ETH,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.0000001
binance:MDT/BNB,MDT/BNB,MDT,BNB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.0000001
binance:MDT/BTC,MDT/BTC,MDT,BTC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.00000001
binance:MDT/BUSD,MDT/BUSD,MDT,BUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.00001
binance:MDT/USDT,MDT/USDT,MDT,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.00001
binance:MDT/USDT:USDT,MDT/USDT:USDT,MDT,USDT,swap,0,1,0,0,0,0.0005,0.0002,SETTLING,,1,0.00001
binance:MDX/BNB,MDX/BNB,MDX,BNB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.000001
binance:MDX/BTC,MDX/BTC,MDX,BTC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.00000001
binance:MDX/BUSD,MDX/BUSD,MDX,BUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.0001
binance:MDX/USDT,MDX/USDT,MDX,USDT,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.00001
binance:ME/BTC,ME/BTC,ME,BTC,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.01,0.00000001
binance:ME/FDUSD,ME/FDUSD,ME,FDUSD,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.01,0.001
binance:ME/TRY,ME/TRY,ME,TRY,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.01,0.01
binance:ME/USDT,ME/USDT,ME,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.01,0.001
binance:ME/USDT:USDT,ME/USDT:USDT,ME,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,0.1,0.0001
binance:MELANIA/USDT:USDT,MELANIA/USDT:USDT,MELANIA,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,0.01,0.0001
binance:MEME/BNB,MEME/BNB,MEME,BNB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.00000001
binance:MEME/ETH,MEME/ETH,MEME,ETH,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.00000001
binance:MEME/FDUSD,MEME/FDUSD,MEME,FDUSD,spot,1,0,0,0,1,0.001,0.001,TRADING,1,1,0.000001
binance:MEME/TRY,MEME/TRY,MEME,TRY,spot,1,0,0,0,1,0.001,0.001,TRADING,1,1,0.0001
binance:MEME/TUSD,MEME/TUSD,MEME,TUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.00001
binance:MEME/USDC,MEME/USDC,MEME,USDC,spot,1,0,0,0,1,0.001,0.001,TRADING,1,1,0.000001
binance:MEME/USDT,MEME/USDT,MEME,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,1,0.000001
binance:MEME/USDT:USDT,MEME/USDT:USDT,MEME,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,1,0.000001
binance:MEMEFI/USDT:USDT,MEMEFI/USDT:USDT,MEMEFI,USDT,swap,0,1,0,0,0,0.0005,0.0002,SETTLING,,1,0.000001
binance:MERL/USDT:USDT,MERL/USDT:USDT,MERL,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,1,0.00001
binance:METIS/BTC,METIS/BTC,METIS,BTC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.001,0.000001
binance:METIS/FDUSD,METIS/FDUSD,METIS,FDUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.001,0.01
binance:METIS/TRY,METIS/TRY,METIS,TRY,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.001,1
binance:METIS/USDT,METIS/USDT,METIS,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.001,0.01
binance:METIS/USDT:USDT,METIS/USDT:USDT,METIS,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,0.01,0.01
binance:MEW/USDT:USDT,MEW/USDT:USDT,MEW,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,1,0.000001
binance:MFT/BNB,MFT/BNB,MFT,BNB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.00000001
binance:MFT/BTC,MFT/BTC,MFT,BTC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.00000001
binance:MFT/ETH,MFT/ETH,MFT,ETH,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.00000001
binance:MFT/USDT,MFT/USDT,MFT,USDT,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.000001
binance:MILK/USDT:USDT,MILK/USDT:USDT,MILK,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,1,0.00001
binance:MINA/BNB,MINA/BNB,MINA,BNB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.000001
binance:MINA/BTC,MINA/BTC,MINA,BTC,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:MINA/BUSD,MINA/BUSD,MINA,BUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.0001
binance:MINA/TRY,MINA/TRY,MINA,TRY,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.01,0.01
binance:MINA/USDT,MINA/USDT,MINA,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:MINA/USDT:USDT,MINA/USDT:USDT,MINA,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,1,0.0001
binance:MIR/BTC,MIR/BTC,MIR,BTC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.00000001
binance:MIR/BUSD,MIR/BUSD,MIR,BUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.00001
binance:MIR/USDT,MIR/USDT,MIR,USDT,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.00001
binance:MITH/BNB,MITH/BNB,MITH,BNB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.0000001
binance:MITH/BTC,MITH/BTC,MITH,BTC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.00000001
binance:MITH/USDT,MITH/USDT,MITH,USDT,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.00001
binance:MKR/BNB,MKR/BNB,MKR,BNB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.0001,0.001
binance:MKR/BTC,MKR/BTC,MKR,BTC,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.0001,0.00001
binance:MKR/BUSD,MKR/BUSD,MKR,BUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.0001,1
binance:MKR/TRY,MKR/TRY,MKR,TRY,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.0001,1
binance:MKR/USDC,MKR/USDC,MKR,USDC,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.0001,0.1
binance:MKR/USDT,MKR/USDT,MKR,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.0001,0.1
binance:MKR/USDT:USDT,MKR/USDT:USDT,MKR,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,0.001,0.1
binance:MLN/BNB,MLN/BNB,MLN,BNB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.001,0.0001
binance:MLN/BTC,MLN/BTC,MLN,BTC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.001,0.0000001
binance:MLN/BUSD,MLN/BUSD,MLN,BUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.001,0.01
binance:MLN/USDT,MLN/USDT,MLN,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.001,0.01
binance:MLN/USDT:USDT,MLN/USDT:USDT,MLN,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,0.01,0.001
binance:MOB/BTC,MOB/BTC,MOB,BTC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.00000001
binance:MOB/BUSD,MOB/BUSD,MOB,BUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.001
binance:MOB/USDT,MOB/USDT,MOB,USDT,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.0001
binance:MOCA/USDT:USDT,MOCA/USDT:USDT,MOCA,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,1,0.00001
binance:MOD/BTC,MOD/BTC,MOD,BTC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.0000001
binance:MOD/ETH,MOD/ETH,MOD,ETH,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.01,0.000001
binance:MOODENG/USDT:USDT,MOODENG/USDT:USDT,MOODENG,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,1,0.00001
binance:MORPHO/USDT:USDT,MORPHO/USDT:USDT,MORPHO,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,0.1,0.0001
binance:MOVE/BNB,MOVE/BNB,MOVE,BNB,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.0000001
binance:MOVE/BTC,MOVE/BTC,MOVE,BTC,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:MOVE/FDUSD,MOVE/FDUSD,MOVE,FDUSD,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:MOVE/TRY,MOVE/TRY,MOVE,TRY,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.001
binance:MOVE/USDC,MOVE/USDC,MOVE,USDC,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:MOVE/USDT,MOVE/USDT,MOVE,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:MOVE/USDT:USDT,MOVE/USDT:USDT,MOVE,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,1,0.0001
binance:MOVR/BNB,MOVR/BNB,MOVR,BNB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.001,0.0001
binance:MOVR/BTC,MOVR/BTC,MOVR,BTC,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.001,0.0000001
binance:MOVR/BUSD,MOVR/BUSD,MOVR,BUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.001,0.001
binance:MOVR/TRY,MOVR/TRY,MOVR,TRY,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.001,0.1
binance:MOVR/USDT,MOVR/USDT,MOVR,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.001,0.001
binance:MOVR/USDT:USDT,MOVR/USDT:USDT,MOVR,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,0.01,0.001
binance:MTH/BTC,MTH/BTC,MTH,BTC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.00000001
binance:MTH/ETH,MTH/ETH,MTH,ETH,spot,1,0,0,0,0,0.001,0.001,BREAK,1,1,0.00000001
binance:MTL/BTC,MTL/BTC,MTL,BTC,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:MTL/BUSD,MTL/BUSD,MTL,BUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.001
binance:MTL/ETH,MTL/ETH,MTL,ETH,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.0000001
binance:MTL/TRY,MTL/TRY,MTL,TRY,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.01
binance:MTL/USDT,MTL/USDT,MTL,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.001
binance:MTL/USDT:USDT,MTL/USDT:USDT,MTL,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,1,0.0001
binance:MUBARAK/TRY,MUBARAK/TRY,MUBARAK,TRY,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.001
binance:MUBARAK/USDC,MUBARAK/USDC,MUBARAK,USDC,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.00001
binance:MUBARAK/USDT,MUBARAK/USDT,MUBARAK,USDT,spot,1,0,0,0,1,0.001,0.001,TRADING,1,0.1,0.00001
binance:MUBARAK/USDT:USDT,MUBARAK/USDT:USDT,MUBARAK,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,1,0.00001
binance:MULTI/BTC,MULTI/BTC,MULTI,BTC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.001,0.00000001
binance:MULTI/BUSD,MULTI/BUSD,MULTI,BUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.001,0.001
binance:MULTI/USDT,MULTI/USDT,MULTI,USDT,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.001,0.001
binance:MYRO/USDT:USDT,MYRO/USDT:USDT,MYRO,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,1,0.00001
binance:MYX/USDT:USDT,MYX/USDT:USDT,MYX,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,1,0.0001
binance:NANO/BNB,NANO/BNB,NANO,BNB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.00001
binance:NANO/BTC,NANO/BTC,NANO,BTC,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.0000001
binance:NANO/BUSD,NANO/BUSD,NANO,BUSD,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.001
binance:NANO/ETH,NANO/ETH,NANO,ETH,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.000001
binance:NANO/USDT,NANO/USDT,NANO,USDT,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.001
binance:NAORIS/USDT:USDT,NAORIS/USDT:USDT,NAORIS,USDT,swap,0,1,0,0,1,0.0005,0.0002,TRADING,,1,0.00001
binance:NAS/BNB,NAS/BNB,NAS,BNB,spot,1,0,0,0,0,0.001,0.001,BREAK,1,0.1,0.00001
