precision_amount,precision_price,exchange,symbol_id,symbol
0.01,0.001,binance,binance:CAKE/TUSD,CAKE/TUSD
0.01,0.001,binance,binance:CAKE/USDC,CAKE/USDC
0.01,0.001,binance,binance:CAKE/USDT,CAKE/USDT
1.0,0.0001,binance,binance:CAKE/USDT:USDT,CAKE/USDT:USDT
1.0,0.0001,binance,binance:CARV/USDT:USDT,CARV/USDT:USDT
0.1,1e-06,binance,binance:CATI/BNB,CATI/BNB
0.1,0.001,binance,binance:CATI/BRL,CATI/BRL
0.1,0.0001,binance,binance:CATI/FDUSD,CATI/FDUSD
0.1,0.01,binance,binance:CATI/TRY,CATI/TRY
0.1,0.0001,binance,binance:CATI/USDC,CATI/USDC
0.1,0.0001,binance,binance:CATI/USDT,CATI/USDT
1.0,1e-05,binance,binance:CATI/USDT:USDT,CATI/USDT:USDT
1.0,1e-08,binance,binance:CDT/BTC,CDT/BTC
1.0,1e-08,binance,binance:CDT/ETH,CDT/ETH
0.1,1e-08,binance,binance:CELO/BTC,CELO/BTC
0.1,0.001,binance,binance:CELO/BUSD,CELO/BUSD
0.1,0.01,binance,binance:CELO/TRY,CELO/TRY
0.1,0.0001,binance,binance:CELO/USDT,CELO/USDT
0.1,0.001,binance,binance:CELO/USDT:USDT,CELO/USDT:USDT
1.0,1e-08,binance,binance:CELR/BNB,CELR/BNB
1.0,1e-08,binance,binance:CELR/BTC,CELR/BTC
1.0,1e-05,binance,binance:CELR/BUSD,CELR/BUSD
1.0,1e-08,binance,binance:CELR/ETH,CELR/ETH
0.1,1e-05,binance,binance:CELR/USDT,CELR/USDT
1.0,1e-05,binance,binance:CELR/USDT:USDT,CELR/USDT:USDT
0.1,0.01,binance,binance:CETUS/TRY,CETUS/TRY
0.1,0.0001,binance,binance:CETUS/USDC,CETUS/USDC
0.1,0.0001,binance,binance:CETUS/USDT,CETUS/USDT
1.0,1e-05,binance,binance:CETUS/USDT:USDT,CETUS/USDT:USDT
1.0,1e-08,binance,binance:CFX/BTC,CFX/BTC
1.0,0.0001,binance,binance:CFX/BUSD,CFX/BUSD
1.0,0.001,binance,binance:CFX/TRY,CFX/TRY
1.0,0.0001,binance,binance:CFX/TUSD,CFX/TUSD
1.0,0.0001,binance,binance:CFX/USDC,CFX/USDC
1.0,0.0001,binance,binance:CFX/USDT,CFX/USDT
1.0,1e-05,binance,binance:CFX/USDT:USDT,CFX/USDT:USDT
0.1,0.0001,binance,binance:CGPT/USDC,CGPT/USDC
0.1,0.0001,binance,binance:CGPT/USDT,CGPT/USDT
1.0,1e-05,binance,binance:CGPT/USDT:USDT,CGPT/USDT:USDT
1.0,1e-08,binance,binance:CHAT/BTC,CHAT/BTC
1.0,1e-08,binance,binance:CHAT/ETH,CHAT/ETH
0.1,1e-06,binance,binance:CHESS/BNB,CHESS/BNB
0.1,1e-08,binance,binance:CHESS/BTC,CHESS/BTC
0.1,0.0001,binance,binance:CHESS/BUSD,CHESS/BUSD
0.1,0.0001,binance,binance:CHESS/USDC,CHESS/USDC
0.1,0.0001,binance,binance:CHESS/USDT,CHESS/USDT
1.0,1e-05,binance,binance:CHESS/USDT:USDT,CHESS/USDT:USDT
1.0,1e-05,binance,binance:CHILLGUY/USDT:USDT,CHILLGUY/USDT:USDT
1.0,1e-07,binance,binance:CHR/BNB,CHR/BNB
1.0,1e-08,binance,binance:CHR/BTC,CHR/BTC
1.0,0.0001,binance,binance:CHR/BUSD,CHR/BUSD
0.1,1e-07,binance,binance:CHR/ETH,CHR/ETH
1.0,0.0001,binance,binance:CHR/USDT,CHR/USDT
1.0,0.0001,binance,binance:CHR/USDT:USDT,CHR/USDT:USDT
1.0,1e-07,binance,binance:CHZ/BNB,CHZ/BNB
1.0,0.0001,binance,binance:CHZ/BRL,CHZ/BRL
1.0,1e-08,binance,binance:CHZ/BTC,CHZ/BTC
1.0,1e-05,binance,binance:CHZ/BUSD,CHZ/BUSD
1.0,0.0001,binance,binance:CHZ/EUR,CHZ/EUR
1.0,0.0001,binance,binance:CHZ/FDUSD,CHZ/FDUSD
1.0,0.0001,binance,binance:CHZ/GBP,CHZ/GBP
1.0,0.001,binance,binance:CHZ/TRY,CHZ/TRY
1.0,0.0001,binance,binance:CHZ/USD:CHZ,CHZ/USD:CHZ
1.0,1e-05,binance,binance:CHZ/USDC,CHZ/USDC
1.0,1e-05,binance,binance:CHZ/USDT,CHZ/USDT
1.0,1e-05,binance,binance:CHZ/USDT:USDT,CHZ/USDT:USDT
0.01,1e-05,binance,binance:CITY/BNB,CITY/BNB
0.01,1e-07,binance,binance:CITY/BTC,CITY/BTC
0.01,0.001,binance,binance:CITY/BUSD,CITY/BUSD
0.01,0.1,binance,binance:CITY/TRY,CITY/TRY
0.01,0.001,binance,binance:CITY/USDT,CITY/USDT
1.0,1e-08,binance,binance:CKB/BTC,CKB/BTC
1.0,1e-06,binance,binance:CKB/BUSD,CKB/BUSD
1.0,0.0001,binance,binance:CKB/TRY,CKB/TRY
1.0,1e-06,binance,binance:CKB/USDC,CKB/USDC
1.0,1e-06,binance,binance:CKB/USDT,CKB/USDT
1.0,1e-06,binance,binance:CKB/USDT:USDT,CKB/USDT:USDT
0.01,1e-07,binance,binance:CLOAK/BTC,CLOAK/BTC
0.01,1e-06,binance,binance:CLOAK/ETH,CLOAK/ETH
0.1,1e-07,binance,binance:CLV/BNB,CLV/BNB
0.1,1e-08,binance,binance:CLV/BTC,CLV/BTC
0.1,1e-05,binance,binance:CLV/BUSD,CLV/BUSD
0.1,1e-05,binance,binance:CLV/USDT,CLV/USDT
1.0,1e-06,binance,binance:CMT/BNB,CMT/BNB
1.0,1e-08,binance,binance:CMT/BTC,CMT/BTC
1.0,1e-08,binance,binance:CMT/ETH,CMT/ETH
1.0,1e-07,binance,binance:CND/BNB,CND/BNB
1.0,1e-08,binance,binance:CND/BTC,CND/BTC
1.0,1e-08,binance,binance:CND/ETH,CND/ETH
1.0,1e-06,binance,binance:COCOS/BNB,COCOS/BNB
1.0,1e-08,binance,binance:COCOS/BTC,COCOS/BTC
1.0,0.0001,binance,binance:COCOS/BUSD,COCOS/BUSD
0.01,0.01,binance,binance:COCOS/TRY,COCOS/TRY
1.0,0.0001,binance,binance:COCOS/USDT,COCOS/USDT
0.1,1e-06,binance,binance:COMBO/BNB,COMBO/BNB
0.1,0.01,binance,binance:COMBO/TRY,COMBO/TRY
0.1,0.0001,binance,binance:COMBO/USDT,COMBO/USDT
0.1,0.0001,binance,binance:COMBO/USDT:USDT,COMBO/USDT:USDT
0.001,0.001,binance,binance:COMP/BNB,COMP/BNB
0.001,1e-06,binance,binance:COMP/BTC,COMP/BTC
0.001,0.01,binance,binance:COMP/BUSD,COMP/BUSD
0.001,1.0,binance,binance:COMP/TRY,COMP/TRY
0.001,0.01,binance,binance:COMP/TUSD,COMP/TUSD
0.001,0.01,binance,binance:COMP/USDC,COMP/USDC
0.001,0.01,binance,binance:COMP/USDT,COMP/USDT
0.001,0.01,binance,binance:COMP/USDT:USDT,COMP/USDT:USDT
0.1,0.0001,binance,binance:COOKIE/USDC,COOKIE/USDC
0.1,0.0001,binance,binance:COOKIE/USDT,COOKIE/USDT
1.0,0.0001,binance,binance:COOKIE/USDT:USDT,COOKIE/USDT:USDT
1.0,1e-08,binance,binance:COS/BNB,COS/BNB
1.0,1e-08,binance,binance:COS/BTC,COS/BTC
0.1,1e-05,binance,binance:COS/BUSD,COS/BUSD
1.0,0.0001,binance,binance:COS/TRY,COS/TRY
0.1,1e-06,binance,binance:COS/USDT,COS/USDT
1.0,1e-06,binance,binance:COS/USDT:USDT,COS/USDT:USDT
1.0,1e-07,binance,binance:COTI/BNB,COTI/BNB
1.0,1e-08,binance,binance:COTI/BTC,COTI/BTC
1.0,1e-05,binance,binance:COTI/BUSD,COTI/BUSD
1.0,0.001,binance,binance:COTI/TRY,COTI/TRY
1.0,1e-05,binance,binance:COTI/USDT,COTI/USDT
1.0,1e-05,binance,binance:COTI/USDT:USDT,COTI/USDT:USDT
0.001,0.1,binance,binance:COVER/BUSD,COVER/BUSD
0.001,1e-05,binance,binance:COVER/ETH,COVER/ETH
0.1,0.01,binance,binance:COW/TRY,COW/TRY
0.1,0.0001,binance,binance:COW/USDC,COW/USDC
0.1,0.0001,binance,binance:COW/USDT,COW/USDT
1.0,0.0001,binance,binance:COW/USDT:USDT,COW/USDT:USDT
0.001,0.0001,binance,binance:CREAM/BNB,CREAM/BNB
0.001,0.01,binance,binance:CREAM/BUSD,CREAM/BUSD
0.001,0.01,binance,binance:CREAM/USDT,CREAM/USDT
1.0,1e-05,binance,binance:CROSS/USDT:USDT,CROSS/USDT:USDT
0.1,1e-06,binance,binance:CRV/BNB,CRV/BNB
0.1,1e-08,binance,binance:CRV/BTC,CRV/BTC
0.1,0.0001,binance,binance:CRV/BUSD,CRV/BUSD
0.01,1e-07,binance,binance:CRV/ETH,CRV/ETH
0.1,0.01,binance,binance:CRV/TRY,CRV/TRY
0.1,0.0001,binance,binance:CRV/USDC,CRV/USDC
0.1,0.0001,binance,binance:CRV/USDC:USDC,CRV/USDC:USDC
0.1,0.0001,binance,binance:CRV/USDT,CRV/USDT
0.1,0.001,binance,binance:CRV/USDT:USDT,CRV/USDT:USDT
0.1,1e-06,binance,binance:CTK/BNB,CTK/BNB
0.1,1e-08,binance,binance:CTK/BTC,CTK/BTC
0.1,0.001,binance,binance:CTK/BUSD,CTK/BUSD
0.1,0.0001,binance,binance:CTK/USDT,CTK/USDT
1.0,0.0001,binance,binance:CTK/USDT:USDT,CTK/USDT:USDT
1.0,1e-07,binance,binance:CTSI/BNB,CTSI/BNB
1.0,1e-08,binance,binance:CTSI/BTC,CTSI/BTC
1.0,0.0001,binance,binance:CTSI/BUSD,CTSI/BUSD
1.0,0.0001,binance,binance:CTSI/USDT,CTSI/USDT
1.0,0.0001,binance,binance:CTSI/USDT:USDT,CTSI/USDT:USDT
1.0,1e-06,binance,binance:CTXC/BNB,CTXC/BNB
1.0,1e-08,binance,binance:CTXC/BTC,CTXC/BTC
1.0,0.0001,binance,binance:CTXC/BUSD,CTXC/BUSD
1.0,0.0001,binance,binance:CTXC/USDT,CTXC/USDT
1.0,1e-06,binance,binance:CVC/BNB,CVC/BNB
1.0,1e-08,binance,binance:CVC/BTC,CVC/BTC
1.0,0.0001,binance,binance:CVC/BUSD,CVC/BUSD
1.0,1e-07,binance,binance:CVC/ETH,CVC/ETH
1.0,0.0001,binance,binance:CVC/USDC,CVC/USDC
1.0,0.0001,binance,binance:CVC/USDT,CVC/USDT
1.0,1e-05,binance,binance:CVC/USDT:USDT,CVC/USDT:USDT
0.1,0.0001,binance,binance:CVP/BUSD,CVP/BUSD
1.0,1e-07,binance,binance:CVP/ETH,CVP/ETH
0.1,0.0001,binance,binance:CVP/USDT,CVP/USDT
0.001,1e-07,binance,binance:CVX/BTC,CVX/BTC
0.001,0.001,binance,binance:CVX/BUSD,CVX/BUSD
0.001,0.001,binance,binance:CVX/USDC,CVX/USDC
0.001,0.001,binance,binance:CVX/USDT,CVX/USDT
0.1,0.001,binance,binance:CVX/USDT:USDT,CVX/USDT:USDT
0.01,1e-06,binance,binance:CYBER/BNB,CYBER/BNB
0.01,1e-08,binance,binance:CYBER/BTC,CYBER/BTC
0.01,1e-06,binance,binance:CYBER/ETH,CYBER/ETH
0.01,0.001,binance,binance:CYBER/FDUSD,CYBER/FDUSD
0.01,0.1,binance,binance:CYBER/TRY,CYBER/TRY
0.01,0.001,binance,binance:CYBER/TUSD,CYBER/TUSD
0.01,0.001,binance,binance:CYBER/USDT,CYBER/USDT
0.1,0.001,binance,binance:CYBER/USDT:USDT,CYBER/USDT:USDT
0.1,0.001,binance,binance:D/TRY,D/TRY
1.0,1e-05,binance,binance:D/USDT,D/USDT
1.0,1e-05,binance,binance:D/USDT:USDT,D/USDT:USDT
0.1,1e-05,binance,binance:DAI/BNB,DAI/BNB
1.0,1e-08,binance,binance:DAI/BTC,DAI/BTC
0.01,0.0001,binance,binance:DAI/BUSD,DAI/BUSD
0.001,0.01,binance,binance:DAI/JPY,DAI/JPY
0.01,0.0001,binance,binance:DAI/USDT,DAI/USDT
1.0,1e-08,binance,binance:DAR/BNB,DAR/BNB
1.0,1e-08,binance,binance:DAR/BTC,DAR/BTC
1.0,1e-05,binance,binance:DAR/BUSD,DAR/BUSD
0.1,1e-07,binance,binance:DAR/ETH,DAR/ETH
1.0,1e-05,binance,binance:DAR/EUR,DAR/EUR
0.01,0.001,binance,binance:DAR/TRY,DAR/TRY
1.0,1e-05,binance,binance:DAR/USDT,DAR/USDT
0.1,0.0001,binance,binance:DAR/USDT:USDT,DAR/USDT:USDT
0.001,0.0001,binance,binance:DASH/BNB,DASH/BNB
0.001,1e-07,binance,binance:DASH/BTC,DASH/BTC
0.001,0.01,binance,binance:DASH/BUSD,DASH/BUSD
0.001,1e-05,binance,binance:DASH/ETH,DASH/ETH
0.001,0.01,binance,binance:DASH/USDT,DASH/USDT
0.001,0.01,binance,binance:DASH/USDT:USDT,DASH/USDT:USDT
1.0,1e-08,binance,binance:DATA/BTC,DATA/BTC
0.1,1e-05,binance,binance:DATA/BUSD,DATA/BUSD
1.0,1e-08,binance,binance:DATA/ETH,DATA/ETH
0.1,1e-05,binance,binance:DATA/USDT,DATA/USDT
0.001,0.001,binance,binance:DCR/BNB,DCR/BNB
0.001,1e-07,binance,binance:DCR/BTC,DCR/BTC
0.001,0.001,binance,binance:DCR/BUSD,DCR/BUSD
0.001,0.01,binance,binance:DCR/USDT,DCR/USDT
1.0,1e-05,binance,binance:DEEP/USDT:USDT,DEEP/USDT:USDT
0.001,0.1,binance,binance:DEFI/USDT:USDT,DEFI/USDT:USDT
1.0,1e-06,binance,binance:DEGEN/USDT:USDT,DEGEN/USDT:USDT
0.01,1e-08,binance,binance:DEGO/BTC,DEGO/BTC
0.01,0.001,binance,binance:DEGO/BUSD,DEGO/BUSD
0.01,0.001,binance,binance:DEGO/USDT,DEGO/USDT
0.1,0.0001,binance,binance:DEGO/USDT:USDT,DEGO/USDT:USDT
1.0,1e-08,binance,binance:DENT/BTC,DENT/BTC
1.0,1e-06,binance,binance:DENT/BUSD,DENT/BUSD
1.0,1e-08,binance,binance:DENT/ETH,DENT/ETH
1.0,1e-05,binance,binance:DENT/TRY,DENT/TRY
1.0,1e-06,binance,binance:DENT/USDT,DENT/USDT
1.0,1e-06,binance,binance:DENT/USDT:USDT,DENT/USDT:USDT
0.01,0.001,binance,binance:DEXE/BUSD,DEXE/BUSD
0.01,1e-06,binance,binance:DEXE/ETH,DEXE/ETH
0.01,0.001,binance,binance:DEXE/USDT,DEXE/USDT
0.01,0.001,binance,binance:DEXE/USDT:USDT,DEXE/USDT:USDT
1.0,0.0001,binance,binance:DF/BUSD,DF/BUSD
1.0,1e-07,binance,binance:DF/ETH,DF/ETH
1.0,1e-05,binance,binance:DF/USDC,DF/USDC
1.0,1e-05,binance,binance:DF/USDT,DF/USDT
1.0,1e-05,binance,binance:DF/USDT:USDT,DF/USDT:USDT
1.0,1e-08,binance,binance:DGB/BTC,DGB/BTC
0.1,1e-05,binance,binance:DGB/BUSD,DGB/BUSD
0.1,1e-05,binance,binance:DGB/USDT,DGB/USDT
1.0,1e-05,binance,binance:DGB/USDT:USDT,DGB/USDT:USDT
0.001,1e-06,binance,binance:DGD/BTC,DGD/BTC
0.001,1e-05,binance,binance:DGD/ETH,DGD/ETH
0.01,1e-06,binance,binance:DIA/BNB,DIA/BNB
0.1,1e-08,binance,binance:DIA/BTC,DIA/BTC
0.1,0.0001,binance,binance:DIA/BUSD,DIA/BUSD
0.1,0.0001,binance,binance:DIA/USDT,DIA/USDT
1.0,0.0001,binance,binance:DIA/USDT:USDT,DIA/USDT:USDT
1.0,1e-06,binance,binance:DLT/BNB,DLT/BNB
1.0,1e-08,binance,binance:DLT/BTC,DLT/BTC
1.0,1e-08,binance,binance:DLT/ETH,DLT/ETH
1.0,1e-06,binance,binance:DMC/USDT:USDT,DMC/USDT:USDT
1.0,1e-08,binance,binance:DNT/BTC,DNT/BTC
1.0,0.0001,binance,binance:DNT/BUSD,DNT/BUSD
1.0,1e-08,binance,binance:DNT/ETH,DNT/ETH
1.0,0.0001,binance,binance:DNT/USDT,DNT/USDT
1.0,1e-08,binance,binance:DOCK/BTC,DOCK/BTC
1.0,1e-05,binance,binance:DOCK/BUSD,DOCK/BUSD
1.0,1e-08,binance,binance:DOCK/ETH,DOCK/ETH
1.0,1e-05,binance,binance:DOCK/USDT,DOCK/USDT
0.1,1e-08,binance,binance:DODO/BTC,DODO/BTC
0.1,0.0001,binance,binance:DODO/BUSD,DODO/BUSD
0.1,0.0001,binance,binance:DODO/USDT,DODO/USDT
1.0,1e-06,binance,binance:DODOX/USDT:USDT,DODOX/USDT:USDT
1.0,1e-05,binance,binance:DOGE/AUD,DOGE/AUD
1.0,1.0,binance,binance:DOGE/BIDR,DOGE/BIDR
1.0,1e-08,binance,binance:DOGE/BNB,DOGE/BNB
1.0,0.0001,binance,binance:DOGE/BRL,DOGE/BRL
1.0,1e-08,binance,binance:DOGE/BTC,DOGE/BTC
1.0,1e-05,binance,binance:DOGE/BUSD,DOGE/BUSD
1.0,1e-05,binance,binance:DOGE/EUR,DOGE/EUR
1.0,1e-05,binance,binance:DOGE/FDUSD,DOGE/FDUSD
1.0,1e-05,binance,binance:DOGE/GBP,DOGE/GBP
1.0,0.01,binance,binance:DOGE/JPY,DOGE/JPY
1.0,1e-07,binance,binance:DOGE/PAX,DOGE/PAX
1.0,0.001,binance,binance:DOGE/RUB,DOGE/RUB
1.0,0.001,binance,binance:DOGE/TRY,DOGE/TRY
1.0,1e-05,binance,binance:DOGE/TUSD,DOGE/TUSD
1.0,1e-05,binance,binance:DOGE/USD:DOGE,DOGE/USD:DOGE
1.0,1e-05,binance,binance:DOGE/USDC,DOGE/USDC
1.0,1e-05,binance,binance:DOGE/USDC:USDC,DOGE/USDC:USDC
1.0,1e-05,binance,binance:DOGE/USDT,DOGE/USDT
1.0,1e-05,binance,binance:DOGE/USDT:USDT,DOGE/USDT:USDT
1.0,1e-08,binance,binance:DOGS/BNB,DOGS/BNB
1.0,1e-06,binance,binance:DOGS/BRL,DOGS/BRL
1.0,1e-07,binance,binance:DOGS/FDUSD,DOGS/FDUSD
1.0,1e-05,binance,binance:DOGS/TRY,DOGS/TRY
1.0,1e-07,binance,binance:DOGS/USD:DOGS,DOGS/USD:DOGS
1.0,1e-07,binance,binance:DOGS/USDC,DOGS/USDC
1.0,1e-07,binance,binance:DOGS/USDT,DOGS/USDT
1.0,1e-07,binance,binance:DOGS/USDT:USDT,DOGS/USDT:USDT
1.0,1e-06,binance,binance:DOLO/USDT:USDT,DOLO/USDT:USDT
1.0,1e-07,binance,binance:DOOD/USDT:USDT,DOOD/USDT:USDT
0.01,0.001,binance,binance:DOT/AUD,DOT/AUD
0.01,1.0,binance,binance:DOT/BIDR,DOT/BIDR
0.1,0.01,binance,binance:DOT/BKRW,DOT/BKRW
0.01,1e-05,binance,binance:DOT/BNB,DOT/BNB
0.01,0.01,binance,binance:DOT/BRL,DOT/BRL
0.01,1e-07,binance,binance:DOT/BTC,DOT/BTC
0.01,0.001,binance,binance:DOT/BUSD,DOT/BUSD
0.01,1e-06,binance,binance:DOT/ETH,DOT/ETH
0.01,0.001,binance,binance:DOT/EUR,DOT/EUR
0.01,0.001,binance,binance:DOT/FDUSD,DOT/FDUSD
0.01,0.001,binance,binance:DOT/GBP,DOT/GBP
1e-05,1.0,binance,binance:DOT/NGN,DOT/NGN
0.01,0.1,binance,binance:DOT/RUB,DOT/RUB
0.01,0.1,binance,binance:DOT/TRY,DOT/TRY
0.01,0.001,binance,binance:DOT/TUSD,DOT/TUSD
1.0,0.001,binance,binance:DOT/USD:DOT,DOT/USD:DOT
1.0,0.001,binance,binance:DOT/USD:DOT-250926,DOT/USD:DOT-250926
0.01,0.001,binance,binance:DOT/USDC,DOT/USDC
0.01,0.001,binance,binance:DOT/USDT,DOT/USDT
0.1,0.001,binance,binance:DOT/USDT:USDT,DOT/USDT:USDT
0.01,0.001,binance,binance:DOTDOWN/USDT,DOTDOWN/USDT
0.01,0.0001,binance,binance:DOTUP/USDT,DOTUP/USDT
1.0,1e-07,binance,binance:DREP/BNB,DREP/BNB
1.0,1e-08,binance,binance:DREP/BTC,DREP/BTC
1.0,0.0001,binance,binance:DREP/BUSD,DREP/BUSD
1.0,0.0001,binance,binance:DREP/USDT,DREP/USDT
1.0,0.0001,binance,binance:DRIFT/USDT:USDT,DRIFT/USDT:USDT
0.1,1e-05,binance,binance:DUSK/BNB,DUSK/BNB
1.0,1e-08,binance,binance:DUSK/BTC,DUSK/BTC
1.0,0.0001,binance,binance:DUSK/BUSD,DUSK/BUSD
0.01,0.0001,binance,binance:DUSK/PAX,DUSK/PAX
0.01,0.0001,binance,binance:DUSK/USDC,DUSK/USDC
1.0,0.0001,binance,binance:DUSK/USDT,DUSK/USDT
1.0,1e-05,binance,binance:DUSK/USDT:USDT,DUSK/USDT:USDT
0.01,1e-06,binance,binance:DYDX/BNB,DYDX/BNB
0.01,1e-08,binance,binance:DYDX/BTC,DYDX/BTC
0.01,0.001,binance,binance:DYDX/BUSD,DYDX/BUSD
0.01,1e-06,binance,binance:DYDX/ETH,DYDX/ETH
0.01,0.0001,binance,binance:DYDX/FDUSD,DYDX/FDUSD
0.01,0.01,binance,binance:DYDX/TRY,DYDX/TRY
0.01,0.0001,binance,binance:DYDX/USDC,DYDX/USDC
0.01,0.0001,binance,binance:DYDX/USDT,DYDX/USDT
0.1,0.001,binance,binance:DYDX/USDT:USDT,DYDX/USDT:USDT
0.1,1e-08,binance,binance:DYM/BTC,DYM/BTC
0.1,0.001,binance,binance:DYM/FDUSD,DYM/FDUSD
0.1,0.01,binance,binance:DYM/TRY,DYM/TRY
0.1,0.001,binance,binance:DYM/USDT,DYM/USDT
0.1,0.0001,binance,binance:DYM/USDT:USDT,DYM/USDT:USDT
0.01,1e-07,binance,binance:EASY/BTC,EASY/BTC
0.01,1e-06,binance,binance:EASY/ETH,EASY/ETH
1.0,1e-08,binance,binance:EDO/BTC,EDO/BTC
0.01,1e-06,binance,binance:EDO/ETH,EDO/ETH
1.0,1e-07,binance,binance:EDU/BNB,EDU/BNB
1.0,1e-08,binance,binance:EDU/BTC,EDU/BTC
1.0,1e-05,binance,binance:EDU/EUR,EDU/EUR
1.0,0.01,binance,binance:EDU/TRY,EDU/TRY
1.0,1e-05,binance,binance:EDU/TUSD,EDU/TUSD
1.0,0.0001,binance,binance:EDU/USDT,EDU/USDT
1.0,0.0001,binance,binance:EDU/USDT:USDT,EDU/USDT:USDT
0.01,1e-05,binance,binance:EGLD/BNB,EGLD/BNB
0.01,1e-07,binance,binance:EGLD/BTC,EGLD/BTC
0.01,0.01,binance,binance:EGLD/BUSD,EGLD/BUSD
0.0001,1e-05,binance,binance:EGLD/ETH,EGLD/ETH
0.01,0.01,binance,binance:EGLD/EUR,EGLD/EUR
0.01,0.01,binance,binance:EGLD/FDUSD,EGLD/FDUSD
0.01,0.1,binance,binance:EGLD/RON,EGLD/RON
0.01,0.1,binance,binance:EGLD/TRY,EGLD/TRY
1.0,0.001,binance,binance:EGLD/USD:EGLD,EGLD/USD:EGLD
0.01,0.01,binance,binance:EGLD/USDC,EGLD/USDC
0.01,0.01,binance,binance:EGLD/USDT,EGLD/USDT
0.1,0.001,binance,binance:EGLD/USDT:USDT,EGLD/USDT:USDT
0.01,1e-08,binance,binance:EIGEN/BTC,EIGEN/BTC
0.01,0.001,binance,binance:EIGEN/FDUSD,EIGEN/FDUSD
0.01,0.01,binance,binance:EIGEN/TRY,EIGEN/TRY
0.01,0.001,binance,binance:EIGEN/USDC,EIGEN/USDC
0.01,0.001,binance,binance:EIGEN/USDT,EIGEN/USDT
0.1,0.0001,binance,binance:EIGEN/USDT:USDT,EIGEN/USDT:USDT
1.0,1e-08,binance,binance:ELF/BTC,ELF/BTC
0.1,0.0001,binance,binance:ELF/BUSD,ELF/BUSD
1.0,1e-07,binance,binance:ELF/ETH,ELF/ETH
0.1,0.0001,binance,binance:ELF/USDT,ELF/USDT
0.01,1e-07,binance,binance:ENA/BNB,ENA/BNB
0.01,0.001,binance,binance:ENA/BRL,ENA/BRL
0.01,1e-08,binance,binance:ENA/BTC,ENA/BTC
0.01,0.001,binance,binance:ENA/EUR,ENA/EUR
0.01,0.0001,binance,binance:ENA/FDUSD,ENA/FDUSD
0.01,0.001,binance,binance:ENA/TRY,ENA/TRY
0.01,0.0001,binance,binance:ENA/USDC,ENA/USDC
1.0,0.0001,binance,binance:ENA/USDC:USDC,ENA/USDC:USDC
0.01,0.0001,binance,binance:ENA/USDT,ENA/USDT
1.0,0.0001,binance,binance:ENA/USDT:USDT,ENA/USDT:USDT
1.0,1e-08,binance,binance:ENG/BTC,ENG/BTC
1.0,1e-07,binance,binance:ENG/ETH,ENG/ETH
0.1,1e-06,binance,binance:ENJ/BNB,ENJ/BNB
0.1,0.001,binance,binance:ENJ/BRL,ENJ/BRL
0.1,1e-08,binance,binance:ENJ/BTC,ENJ/BTC
0.1,0.0001,binance,binance:ENJ/BUSD,ENJ/BUSD
0.1,1e-08,binance,binance:ENJ/ETH,ENJ/ETH
0.1,0.0001,binance,binance:ENJ/EUR,ENJ/EUR
0.1,0.0001,binance,binance:ENJ/GBP,ENJ/GBP
0.01,0.001,binance,binance:ENJ/TRY,ENJ/TRY
0.1,0.0001,binance,binance:ENJ/USDC,ENJ/USDC
0.1,0.0001,binance,binance:ENJ/USDT,ENJ/USDT
1.0,1e-05,binance,binance:ENJ/USDT:USDT,ENJ/USDT:USDT
0.01,1e-05,binance,binance:ENS/BNB,ENS/BNB
0.01,1e-07,binance,binance:ENS/BTC,ENS/BTC
0.01,0.01,binance,binance:ENS/BUSD,ENS/BUSD
0.01,0.01,binance,binance:ENS/FDUSD,ENS/FDUSD
0.001,0.1,binance,binance:ENS/TRY,ENS/TRY
1.0,0.001,binance,binance:ENS/USD:ENS,ENS/USD:ENS
0.01,0.01,binance,binance:ENS/USDC,ENS/USDC
0.01,0.01,binance,binance:ENS/USDT,ENS/USDT
0.1,0.001,binance,binance:ENS/USDT:USDT,ENS/USDT:USDT
0.1,0.001,binance,binance:EOS/AUD,EOS/AUD
0.1,1e-06,binance,binance:EOS/BNB,EOS/BNB
0.1,1e-08,binance,binance:EOS/BTC,EOS/BTC
0.1,0.001,binance,binance:EOS/BUSD,EOS/BUSD
0.1,1e-07,binance,binance:EOS/ETH,EOS/ETH
0.1,0.001,binance,binance:EOS/EUR,EOS/EUR
0.1,0.0001,binance,binance:EOS/FDUSD,EOS/FDUSD
0.01,0.0001,binance,binance:EOS/PAX,EOS/PAX
0.1,0.01,binance,binance:EOS/TRY,EOS/TRY
0.01,0.0001,binance,binance:EOS/TUSD,EOS/TUSD
0.1,0.0001,binance,binance:EOS/USDC,EOS/USDC
0.1,0.0001,binance,binance:EOS/USDT,EOS/USDT
1e-05,0.01,binance,binance:EOSBEAR/BUSD,EOSBEAR/BUSD
1e-05,0.01,binance,binance:EOSBEAR/USDT,EOSBEAR/USDT
1e-05,0.01,binance,binance:EOSBULL/BUSD,EOSBULL/BUSD
1e-05,0.01,binance,binance:EOSBULL/USDT,EOSBULL/USDT
0.01,1e-07,binance,binance:EOSDOWN/USDT,EOSDOWN/USDT
0.01,0.0001,binance,binance:EOSUP/USDT,EOSUP/USDT
0.1,0.001,binance,binance:EPIC/USDC,EPIC/USDC
0.1,0.001,binance,binance:EPIC/USDT,EPIC/USDT
0.1,0.0001,binance,binance:EPIC/USDT:USDT,EPIC/USDT:USDT
1.0,1e-08,binance,binance:EPS/BTC,EPS/BTC
