precision_amount,precision_price,exchange,symbol_id,symbol
0.01,0.01,binance,binance:AVAX/AUD,AVAX/AUD
0.01,1.0,binance,binance:AVAX/BIDR,AVAX/BIDR
0.01,1e-05,binance,binance:AVAX/BNB,AVAX/BNB
0.01,0.1,binance,binance:AVAX/BRL,AVAX/BRL
0.01,1e-07,binance,binance:AVAX/BTC,AVAX/BTC
0.01,0.01,binance,binance:AVAX/BUSD,AVAX/BUSD
0.01,1e-05,binance,binance:AVAX/ETH,AVAX/ETH
0.01,0.01,binance,binance:AVAX/EUR,AVAX/EUR
0.01,0.01,binance,binance:AVAX/FDUSD,AVAX/FDUSD
0.01,0.01,binance,binance:AVAX/GBP,AVAX/GBP
0.01,0.1,binance,binance:AVAX/TRY,AVAX/TRY
0.01,0.01,binance,binance:AVAX/TUSD,AVAX/TUSD
1.0,0.01,binance,binance:AVAX/USD:AVAX,AVAX/USD:AVAX
0.01,0.01,binance,binance:AVAX/USDC,AVAX/USDC
0.01,0.001,binance,binance:AVAX/USDC:USDC,AVAX/USDC:USDC
0.01,0.01,binance,binance:AVAX/USDT,AVAX/USDT
1.0,0.001,binance,binance:AVAX/USDT:USDT,AVAX/USDT:USDT
1.0,1e-08,binance,binance:AWE/BTC,AWE/BTC
1.0,1e-05,binance,binance:AWE/USDT,AWE/USDT
1.0,1e-06,binance,binance:AWE/USDT:USDT,AWE/USDT:USDT
0.01,1e-08,binance,binance:AXL/BTC,AXL/BTC
0.01,0.0001,binance,binance:AXL/FDUSD,AXL/FDUSD
0.01,0.01,binance,binance:AXL/TRY,AXL/TRY
0.01,0.0001,binance,binance:AXL/USDT,AXL/USDT
0.1,0.0001,binance,binance:AXL/USDT:USDT,AXL/USDT:USDT
0.01,0.01,binance,binance:AXS/AUD,AXS/AUD
0.01,1e-05,binance,binance:AXS/BNB,AXS/BNB
0.01,0.01,binance,binance:AXS/BRL,AXS/BRL
0.01,1e-07,binance,binance:AXS/BTC,AXS/BTC
0.01,0.01,binance,binance:AXS/BUSD,AXS/BUSD
0.001,1e-06,binance,binance:AXS/ETH,AXS/ETH
0.001,0.1,binance,binance:AXS/TRY,AXS/TRY
1.0,0.001,binance,binance:AXS/USD:AXS,AXS/USD:AXS
0.01,0.001,binance,binance:AXS/USDC,AXS/USDC
0.01,0.001,binance,binance:AXS/USDT,AXS/USDT
1.0,0.001,binance,binance:AXS/USDT:USDT,AXS/USDT:USDT
1.0,1e-05,binance,binance:B/USDT:USDT,B/USDT:USDT
1.0,0.0001,binance,binance:B2/USDT:USDT,B2/USDT:USDT
1.0,1e-06,binance,binance:B3/USDT:USDT,B3/USDT:USDT
1.0,1e-08,binance,binance:BABY/BNB,BABY/BNB
1.0,1e-05,binance,binance:BABY/EUR,BABY/EUR
1.0,1e-05,binance,binance:BABY/FDUSD,BABY/FDUSD
1.0,0.001,binance,binance:BABY/TRY,BABY/TRY
1.0,1e-05,binance,binance:BABY/USDC,BABY/USDC
1.0,1e-05,binance,binance:BABY/USDT,BABY/USDT
1.0,1e-05,binance,binance:BABY/USDT:USDT,BABY/USDT:USDT
0.01,1e-08,binance,binance:BADGER/BTC,BADGER/BTC
0.01,0.001,binance,binance:BADGER/BUSD,BADGER/BUSD
0.01,0.001,binance,binance:BADGER/USDT,BADGER/USDT
1.0,0.0001,binance,binance:BADGER/USDT:USDT,BADGER/USDT:USDT
0.1,1e-07,binance,binance:BAKE/BNB,BAKE/BNB
0.1,1e-08,binance,binance:BAKE/BTC,BAKE/BTC
0.1,0.0001,binance,binance:BAKE/BUSD,BAKE/BUSD
1.0,0.01,binance,binance:BAKE/TRY,BAKE/TRY
0.1,0.0001,binance,binance:BAKE/USDT,BAKE/USDT
1.0,0.0001,binance,binance:BAKE/USDT:USDT,BAKE/USDT:USDT
0.01,0.0001,binance,binance:BAL/BNB,BAL/BNB
0.01,1e-08,binance,binance:BAL/BTC,BAL/BTC
0.01,0.001,binance,binance:BAL/BUSD,BAL/BUSD
0.01,0.001,binance,binance:BAL/USDT,BAL/USDT
0.1,0.001,binance,binance:BAL/USDT:USDT,BAL/USDT:USDT
1.0,1e-05,binance,binance:BAN/USDT:USDT,BAN/USDT:USDT
0.001,1e-05,binance,binance:BANANA/BNB,BANANA/BNB
0.001,1e-07,binance,binance:BANANA/BTC,BANANA/BTC
0.001,0.01,binance,binance:BANANA/FDUSD,BANANA/FDUSD
0.001,1.0,binance,binance:BANANA/TRY,BANANA/TRY
0.001,0.01,binance,binance:BANANA/USDC,BANANA/USDC
0.001,0.01,binance,binance:BANANA/USDT,BANANA/USDT
0.1,0.001,binance,binance:BANANA/USDT:USDT,BANANA/USDT:USDT
1.0,1e-06,binance,binance:BANANAS31/USDC,BANANAS31/USDC
1.0,1e-06,binance,binance:BANANAS31/USDT,BANANAS31/USDT
1.0,1e-06,binance,binance:BANANAS31/USDT:USDT,BANANAS31/USDT:USDT
0.1,1e-05,binance,binance:BAND/BNB,BAND/BNB
0.1,1e-08,binance,binance:BAND/BTC,BAND/BTC
0.1,0.001,binance,binance:BAND/BUSD,BAND/BUSD
0.1,0.01,binance,binance:BAND/TRY,BAND/TRY
0.1,0.001,binance,binance:BAND/USDT,BAND/USDT
0.1,0.0001,binance,binance:BAND/USDT:USDT,BAND/USDT:USDT
1.0,1e-06,binance,binance:BANK/USDT:USDT,BANK/USDT:USDT
0.01,1e-07,binance,binance:BAR/BTC,BAR/BTC
0.01,0.001,binance,binance:BAR/BUSD,BAR/BUSD
0.1,0.01,binance,binance:BAR/TRY,BAR/TRY
0.01,0.001,binance,binance:BAR/USDT,BAR/USDT
1.0,1e-06,binance,binance:BAT/BNB,BAT/BNB
1.0,1e-08,binance,binance:BAT/BTC,BAT/BTC
1.0,0.0001,binance,binance:BAT/BUSD,BAT/BUSD
1.0,1e-07,binance,binance:BAT/ETH,BAT/ETH
0.01,0.0001,binance,binance:BAT/PAX,BAT/PAX
0.01,0.0001,binance,binance:BAT/TUSD,BAT/TUSD
0.01,0.0001,binance,binance:BAT/USDC,BAT/USDC
1.0,0.0001,binance,binance:BAT/USDT,BAT/USDT
0.1,0.0001,binance,binance:BAT/USDT:USDT,BAT/USDT:USDT
0.1,1e-07,binance,binance:BB/BNB,BB/BNB
0.1,1e-08,binance,binance:BB/BTC,BB/BTC
0.1,0.0001,binance,binance:BB/FDUSD,BB/FDUSD
0.1,0.001,binance,binance:BB/TRY,BB/TRY
0.1,0.0001,binance,binance:BB/USDC,BB/USDC
0.1,0.0001,binance,binance:BB/USDT,BB/USDT
1.0,1e-05,binance,binance:BB/USDT:USDT,BB/USDT:USDT
1e-05,0.01,binance,binance:BCC/BNB,BCC/BNB
0.001,1e-06,binance,binance:BCC/BTC,BCC/BTC
0.001,1e-05,binance,binance:BCC/ETH,BCC/ETH
1e-05,0.01,binance,binance:BCC/USDT,BCC/USDT
0.1,1e-08,binance,binance:BCD/BTC,BCD/BTC
0.001,1e-05,binance,binance:BCD/ETH,BCD/ETH
0.001,0.0001,binance,binance:BCH/BNB,BCH/BNB
0.001,1e-06,binance,binance:BCH/BTC,BCH/BTC
0.001,0.1,binance,binance:BCH/BUSD,BCH/BUSD
0.001,0.1,binance,binance:BCH/EUR,BCH/EUR
0.001,0.1,binance,binance:BCH/FDUSD,BCH/FDUSD
0.0001,1.0,binance,binance:BCH/JPY,BCH/JPY
1e-05,0.01,binance,binance:BCH/PAX,BCH/PAX
0.001,1.0,binance,binance:BCH/TRY,BCH/TRY
0.001,0.1,binance,binance:BCH/TUSD,BCH/TUSD
1.0,0.01,binance,binance:BCH/USD:BCH,BCH/USD:BCH
1.0,0.01,binance,binance:BCH/USD:BCH-250926,BCH/USD:BCH-250926
0.001,0.1,binance,binance:BCH/USDC,BCH/USDC
0.001,0.01,binance,binance:BCH/USDC:USDC,BCH/USDC:USDC
0.001,0.1,binance,binance:BCH/USDT,BCH/USDT
0.001,0.01,binance,binance:BCH/USDT:USDT,BCH/USDT:USDT
0.001,0.001,binance,binance:BCHA/BUSD,BCHA/BUSD
0.001,1e-06,binance,binance:BCHABC/BTC,BCHABC/BTC
1e-05,0.01,binance,binance:BCHABC/BUSD,BCHABC/BUSD
1e-05,0.01,binance,binance:BCHABC/PAX,BCHABC/PAX
1e-05,0.01,binance,binance:BCHABC/TUSD,BCHABC/TUSD
1e-05,0.01,binance,binance:BCHABC/USDC,BCHABC/USDC
1e-05,0.01,binance,binance:BCHABC/USDT,BCHABC/USDT
0.01,0.0001,binance,binance:BCHDOWN/USDT,BCHDOWN/USDT
0.01,1e-05,binance,binance:BCHUP/USDT,BCHUP/USDT
1.0,1e-06,binance,binance:BCN/BNB,BCN/BNB
1.0,1e-08,binance,binance:BCN/BTC,BCN/BTC
1.0,1e-08,binance,binance:BCN/ETH,BCN/ETH
1.0,1e-06,binance,binance:BCPT/BNB,BCPT/BNB
1.0,1e-08,binance,binance:BCPT/BTC,BCPT/BTC
1.0,1e-08,binance,binance:BCPT/ETH,BCPT/ETH
0.1,1e-05,binance,binance:BCPT/PAX,BCPT/PAX
0.1,1e-05,binance,binance:BCPT/TUSD,BCPT/TUSD
0.1,1e-05,binance,binance:BCPT/USDC,BCPT/USDC
0.001,0.0001,binance,binance:BDOT/DOT,BDOT/DOT
1.0,1e-05,binance,binance:BDXN/USDT:USDT,BDXN/USDT:USDT
0.1,1e-05,binance,binance:BEAM/BNB,BEAM/BNB
1.0,1e-08,binance,binance:BEAM/BTC,BEAM/BTC
1.0,0.0001,binance,binance:BEAM/USDT,BEAM/USDT
1.0,0.0001,binance,binance:BEAMX/TRY,BEAMX/TRY
1.0,1e-05,binance,binance:BEAMX/USDC,BEAMX/USDC
1.0,1e-05,binance,binance:BEAMX/USDT,BEAMX/USDT
1.0,1e-06,binance,binance:BEAMX/USDT:USDT,BEAMX/USDT:USDT
1e-05,0.01,binance,binance:BEAR/BUSD,BEAR/BUSD
1e-05,0.01,binance,binance:BEAR/USDT,BEAR/USDT
0.1,1e-06,binance,binance:BEL/BNB,BEL/BNB
0.1,1e-08,binance,binance:BEL/BTC,BEL/BTC
0.1,0.0001,binance,binance:BEL/BUSD,BEL/BUSD
0.1,1e-07,binance,binance:BEL/ETH,BEL/ETH
0.01,0.01,binance,binance:BEL/TRY,BEL/TRY
0.1,0.0001,binance,binance:BEL/USDT,BEL/USDT
1.0,0.0001,binance,binance:BEL/USDT:USDT,BEL/USDT:USDT
0.001,1e-06,binance,binance:BERA/BNB,BERA/BNB
0.001,1e-08,binance,binance:BERA/BTC,BERA/BTC
0.001,0.001,binance,binance:BERA/FDUSD,BERA/FDUSD
0.001,0.01,binance,binance:BERA/TRY,BERA/TRY
0.001,0.001,binance,binance:BERA/USDC,BERA/USDC
0.001,0.001,binance,binance:BERA/USDT,BERA/USDT
0.1,0.001,binance,binance:BERA/USDT:USDT,BERA/USDT:USDT
1.0,1e-07,binance,binance:BETA/BNB,BETA/BNB
1.0,1e-08,binance,binance:BETA/BTC,BETA/BTC
1.0,1e-05,binance,binance:BETA/BUSD,BETA/BUSD
0.1,1e-08,binance,binance:BETA/ETH,BETA/ETH
1.0,1e-05,binance,binance:BETA/USDT,BETA/USDT
0.0001,0.01,binance,binance:BETH/BUSD,BETH/BUSD
0.0001,0.0001,binance,binance:BETH/ETH,BETH/ETH
0.0001,0.01,binance,binance:BETH/USDT,BETH/USDT
1.0,0.0001,binance,binance:BFUSD/USDT,BFUSD/USDT
0.01,0.0001,binance,binance:BGBP/USDC,BGBP/USDC
0.01,1e-08,binance,binance:BICO/BTC,BICO/BTC
0.01,0.0001,binance,binance:BICO/BUSD,BICO/BUSD
0.01,0.0001,binance,binance:BICO/USDT,BICO/USDT
1.0,0.0001,binance,binance:BICO/USDT:USDT,BICO/USDT:USDT
1.0,1e-05,binance,binance:BID/USDT:USDT,BID/USDT:USDT
0.001,0.001,binance,binance:BIFI/BNB,BIFI/BNB
0.001,0.1,binance,binance:BIFI/BUSD,BIFI/BUSD
0.001,0.1,binance,binance:BIFI/USDT,BIFI/USDT
1.0,1e-05,binance,binance:BIGTIME/USDC,BIGTIME/USDC
1.0,1e-05,binance,binance:BIGTIME/USDT,BIGTIME/USDT
1.0,1e-05,binance,binance:BIGTIME/USDT:USDT,BIGTIME/USDT:USDT
0.1,1e-08,binance,binance:BIO/BNB,BIO/BNB
0.1,0.0001,binance,binance:BIO/FDUSD,BIO/FDUSD
0.1,0.001,binance,binance:BIO/TRY,BIO/TRY
0.1,0.0001,binance,binance:BIO/USDC,BIO/USDC
0.1,0.0001,binance,binance:BIO/USDT,BIO/USDT
1.0,1e-05,binance,binance:BIO/USDT:USDT,BIO/USDT:USDT
1.0,1e-07,binance,binance:BKRW/BUSD,BKRW/BUSD
1.0,1e-07,binance,binance:BKRW/USDT,BKRW/USDT
0.1,1e-08,binance,binance:BLUR/BTC,BLUR/BTC
0.1,0.0001,binance,binance:BLUR/FDUSD,BLUR/FDUSD
0.1,0.01,binance,binance:BLUR/TRY,BLUR/TRY
0.1,0.0001,binance,binance:BLUR/USDC,BLUR/USDC
0.1,0.0001,binance,binance:BLUR/USDT,BLUR/USDT
1.0,1e-05,binance,binance:BLUR/USDT:USDT,BLUR/USDT:USDT
1.0,1e-07,binance,binance:BLZ/BNB,BLZ/BNB
1.0,1e-08,binance,binance:BLZ/BTC,BLZ/BTC
1.0,0.0001,binance,binance:BLZ/BUSD,BLZ/BUSD
1.0,1e-08,binance,binance:BLZ/ETH,BLZ/ETH
1.0,0.0001,binance,binance:BLZ/FDUSD,BLZ/FDUSD
1.0,0.0001,binance,binance:BLZ/USDT,BLZ/USDT
1.0,1e-05,binance,binance:BLZ/USDT:USDT,BLZ/USDT:USDT
0.1,1e-07,binance,binance:BMT/BNB,BMT/BNB
0.1,0.0001,binance,binance:BMT/FDUSD,BMT/FDUSD
0.1,0.001,binance,binance:BMT/TRY,BMT/TRY
0.1,0.0001,binance,binance:BMT/USDC,BMT/USDC
0.1,0.0001,binance,binance:BMT/USDT,BMT/USDT
1.0,1e-05,binance,binance:BMT/USDT:USDT,BMT/USDT:USDT
0.001,1.0,binance,binance:BNB/ARS,BNB/ARS
0.001,0.1,binance,binance:BNB/AUD,BNB/AUD
0.001,1.0,binance,binance:BNB/BIDR,BNB/BIDR
0.001,1.0,binance,binance:BNB/BKRW,BNB/BKRW
0.001,1.0,binance,binance:BNB/BRL,BNB/BRL
0.001,1e-06,binance,binance:BNB/BTC,BNB/BTC
0.001,0.1,binance,binance:BNB/BUSD,BNB/BUSD
0.001,0.1,binance,binance:BNB/DAI,BNB/DAI
0.001,0.0001,binance,binance:BNB/ETH,BNB/ETH
0.001,0.01,binance,binance:BNB/EUR,BNB/EUR
0.001,0.01,binance,binance:BNB/FDUSD,BNB/FDUSD
0.001,0.1,binance,binance:BNB/GBP,BNB/GBP
0.001,1.0,binance,binance:BNB/IDRT,BNB/IDRT
0.0001,1.0,binance,binance:BNB/JPY,BNB/JPY
0.001,1.0,binance,binance:BNB/NGN,BNB/NGN
0.001,0.1,binance,binance:BNB/PAX,BNB/PAX
0.001,0.01,binance,binance:BNB/RUB,BNB/RUB
0.001,1.0,binance,binance:BNB/TRY,BNB/TRY
0.001,0.01,binance,binance:BNB/TUSD,BNB/TUSD
0.001,1.0,binance,binance:BNB/UAH,BNB/UAH
1.0,0.01,binance,binance:BNB/USD:BNB,BNB/USD:BNB
1.0,0.01,binance,binance:BNB/USD:BNB-250926,BNB/USD:BNB-250926
1.0,0.01,binance,binance:BNB/USD:BNB-251226,BNB/USD:BNB-251226
0.001,0.01,binance,binance:BNB/USDC,BNB/USDC
0.01,0.01,binance,binance:BNB/USDC:USDC,BNB/USDC:USDC
0.001,0.01,binance,binance:BNB/USDP,BNB/USDP
0.01,0.0001,binance,binance:BNB/USDS,BNB/USDS
0.001,0.01,binance,binance:BNB/USDT,BNB/USDT
0.01,0.01,binance,binance:BNB/USDT:USDT,BNB/USDT:USDT
0.001,0.1,binance,binance:BNB/UST,BNB/UST
0.01,0.01,binance,binance:BNB/ZAR,BNB/ZAR
1e-05,0.01,binance,binance:BNBBEAR/BUSD,BNBBEAR/BUSD
1e-05,0.01,binance,binance:BNBBEAR/USDT,BNBBEAR/USDT
1e-05,0.01,binance,binance:BNBBULL/BUSD,BNBBULL/BUSD
1e-05,0.01,binance,binance:BNBBULL/USDT,BNBBULL/USDT
0.01,1e-06,binance,binance:BNBDOWN/USDT,BNBDOWN/USDT
0.01,0.01,binance,binance:BNBUP/USDT,BNBUP/USDT
0.001,0.0001,binance,binance:BNSOL/SOL,BNSOL/SOL
0.001,0.1,binance,binance:BNSOL/USDT,BNSOL/USDT
0.1,1e-08,binance,binance:BNT/BTC,BNT/BTC
0.1,0.0001,binance,binance:BNT/BUSD,BNT/BUSD
0.1,1e-07,binance,binance:BNT/ETH,BNT/ETH
0.1,0.0001,binance,binance:BNT/USDT,BNT/USDT
1.0,1e-05,binance,binance:BNT/USDT:USDT,BNT/USDT:USDT
0.1,1e-06,binance,binance:BNX/BNB,BNX/BNB
0.1,1e-08,binance,binance:BNX/BTC,BNX/BTC
0.1,0.0001,binance,binance:BNX/BUSD,BNX/BUSD
0.1,0.01,binance,binance:BNX/TRY,BNX/TRY
0.1,0.0001,binance,binance:BNX/USDC,BNX/USDC
0.1,0.0001,binance,binance:BNX/USDT,BNX/USDT
0.1,0.0001,binance,binance:BNX/USDT:USDT,BNX/USDT:USDT
1.0,1e-08,binance,binance:BOME/BTC,BOME/BTC
1.0,1e-06,binance,binance:BOME/EUR,BOME/EUR
1.0,1e-06,binance,binance:BOME/FDUSD,BOME/FDUSD
1.0,0.0001,binance,binance:BOME/TRY,BOME/TRY
1.0,1e-06,binance,binance:BOME/USDC,BOME/USDC
1.0,1e-06,binance,binance:BOME/USDC:USDC,BOME/USDC:USDC
1.0,1e-06,binance,binance:BOME/USDT,BOME/USDT
1.0,1e-06,binance,binance:BOME/USDT:USDT,BOME/USDT:USDT
0.01,1e-05,binance,binance:BOND/BNB,BOND/BNB
0.01,1e-08,binance,binance:BOND/BTC,BOND/BTC
0.01,0.001,binance,binance:BOND/BUSD,BOND/BUSD
0.001,1e-06,binance,binance:BOND/ETH,BOND/ETH
0.01,0.001,binance,binance:BOND/USDT,BOND/USDT
0.1,0.001,binance,binance:BOND/USDT:USDT,BOND/USDT:USDT
1.0,1e-08,binance,binance:BONK/BRL,BONK/BRL
1.0,1e-08,binance,binance:BONK/FDUSD,BONK/FDUSD
1.0,1e-07,binance,binance:BONK/TRY,BONK/TRY
1.0,1e-08,binance,binance:BONK/USDC,BONK/USDC
1.0,1e-08,binance,binance:BONK/USDT,BONK/USDT
0.0001,1e-05,binance,binance:BOT/BTC,BOT/BTC
1e-05,0.01,binance,binance:BOT/BUSD,BOT/BUSD
1.0,1e-08,binance,binance:BQX/BTC,BQX/BTC
10.0,10.0,binance,binance:BQX/ETH,BQX/ETH
1.0,1e-05,binance,binance:BR/USDT:USDT,BR/USDT:USDT
0.1,1e-05,binance,binance:BRD/BNB,BRD/BNB
1.0,1e-08,binance,binance:BRD/BTC,BRD/BTC
1.0,1e-08,binance,binance:BRD/ETH,BRD/ETH
1.0,1e-05,binance,binance:BRETT/USDT:USDT,BRETT/USDT:USDT
1.0,1e-05,binance,binance:BROCCOLI714/USDC,BROCCOLI714/USDC
1.0,1e-05,binance,binance:BROCCOLI714/USDT,BROCCOLI714/USDT
1.0,1e-05,binance,binance:BROCCOLI714/USDT:USDT,BROCCOLI714/USDT:USDT
1.0,1e-06,binance,binance:BROCCOLIF3B/USDT:USDT,BROCCOLIF3B/USDT:USDT
0.001,1e-06,binance,binance:BSV/BTC,BSV/BTC
1e-05,0.01,binance,binance:BSV/PAX,BSV/PAX
1e-05,0.01,binance,binance:BSV/TUSD,BSV/TUSD
1e-05,0.01,binance,binance:BSV/USDC,BSV/USDC
1e-05,0.01,binance,binance:BSV/USDT,BSV/USDT
0.1,0.01,binance,binance:BSV/USDT:USDT,BSV/USDT:USDT
0.1,1e-07,binance,binance:BSW/BNB,BSW/BNB
0.1,0.0001,binance,binance:BSW/BUSD,BSW/BUSD
0.01,1e-07,binance,binance:BSW/ETH,BSW/ETH
0.01,0.001,binance,binance:BSW/TRY,BSW/TRY
0.1,0.0001,binance,binance:BSW/USDT,BSW/USDT
1.0,1e-05,binance,binance:BSW/USDT:USDT,BSW/USDT:USDT
1e-05,0.01,binance,binance:BTC/AEUR,BTC/AEUR
1e-05,1.0,binance,binance:BTC/ARS,BTC/ARS
1e-05,0.01,binance,binance:BTC/AUD,BTC/AUD
1e-05,1.0,binance,binance:BTC/BIDR,BTC/BIDR
1e-06,1.0,binance,binance:BTC/BKRW,BTC/BKRW
1e-05,1.0,binance,binance:BTC/BRL,BTC/BRL
1e-05,0.01,binance,binance:BTC/BUSD,BTC/BUSD
1e-05,0.01,binance,binance:BTC/DAI,BTC/DAI
1e-05,0.01,binance,binance:BTC/EUR,BTC/EUR
1e-05,0.01,binance,binance:BTC/EURI,BTC/EURI
1e-05,0.01,binance,binance:BTC/FDUSD,BTC/FDUSD
1e-05,0.01,binance,binance:BTC/GBP,BTC/GBP
1e-05,1.0,binance,binance:BTC/IDRT,BTC/IDRT
1e-06,1.0,binance,binance:BTC/JPY,BTC/JPY
1e-06,1.0,binance,binance:BTC/MXN,BTC/MXN
1e-05,1.0,binance,binance:BTC/NGN,BTC/NGN
1e-05,0.01,binance,binance:BTC/PAX,BTC/PAX
1e-05,1.0,binance,binance:BTC/PLN,BTC/PLN
1e-05,1.0,binance,binance:BTC/RON,BTC/RON
1e-05,1.0,binance,binance:BTC/RUB,BTC/RUB
1e-05,1.0,binance,binance:BTC/TRY,BTC/TRY
1e-05,0.01,binance,binance:BTC/TUSD,BTC/TUSD
1e-05,1.0,binance,binance:BTC/UAH,BTC/UAH
1.0,0.1,binance,binance:BTC/USD:BTC,BTC/USD:BTC
1.0,0.1,binance,binance:BTC/USD:BTC-250926,BTC/USD:BTC-250926
1.0,0.1,binance,binance:BTC/USD:BTC-251226,BTC/USD:BTC-251226
1e-05,0.01,binance,binance:BTC/USDC,BTC/USDC
0.001,0.1,binance,binance:BTC/USDC:USDC,BTC/USDC:USDC
1e-05,0.01,binance,binance:BTC/USDP,BTC/USDP
1e-06,0.01,binance,binance:BTC/USDS,BTC/USDS
1e-05,0.01,binance,binance:BTC/USDT,BTC/USDT
0.001,0.1,binance,binance:BTC/USDT:USDT,BTC/USDT:USDT
0.001,0.1,binance,binance:BTC/USDT:USDT-250926,BTC/USDT:USDT-250926
0.001,0.1,binance,binance:BTC/USDT:USDT-251226,BTC/USDT:USDT-251226
1e-05,0.01,binance,binance:BTC/UST,BTC/UST
1e-05,0.01,binance,binance:BTC/VAI,BTC/VAI
1e-05,1.0,binance,binance:BTC/ZAR,BTC/ZAR
0.001,1e-06,binance,binance:BTCB/BTC,BTCB/BTC
0.001,0.1,binance,binance:BTCDOM/USDT:USDT,BTCDOM/USDT:USDT
0.01,1e-07,binance,binance:BTCDOWN/USDT,BTCDOWN/USDT
0.01,1e-07,binance,binance:BTCST/BTC,BTCST/BTC
0.01,0.01,binance,binance:BTCST/BUSD,BTCST/BUSD
0.01,0.01,binance,binance:BTCST/USDT,BTCST/USDT
0.1,0.001,binance,binance:BTCST/USDT:USDT,BTCST/USDT:USDT
0.01,0.001,binance,binance:BTCUP/USDT,BTCUP/USDT
0.01,1e-06,binance,binance:BTG/BTC,BTG/BTC
0.01,0.01,binance,binance:BTG/BUSD,BTG/BUSD
0.01,1e-06,binance,binance:BTG/ETH,BTG/ETH
0.01,0.01,binance,binance:BTG/USDT,BTG/USDT
1.0,1e-06,binance,binance:BTS/BNB,BTS/BNB
1.0,1e-08,binance,binance:BTS/BTC,BTS/BTC
0.1,1e-05,binance,binance:BTS/BUSD,BTS/BUSD
1.0,1e-08,binance,binance:BTS/ETH,BTS/ETH
0.1,1e-05,binance,binance:BTS/USDT,BTS/USDT
1.0,1e-08,binance,binance:BTT/BNB,BTT/BNB
0.1,1e-05,binance,binance:BTT/BRL,BTT/BRL
1.0,1e-08,binance,binance:BTT/BTC,BTT/BTC
1.0,1e-06,binance,binance:BTT/BUSD,BTT/BUSD
1.0,1e-06,binance,binance:BTT/EUR,BTT/EUR
1.0,1e-07,binance,binance:BTT/PAX,BTT/PAX
0.1,1e-05,binance,binance:BTT/TRX,BTT/TRX
1.0,1e-05,binance,binance:BTT/TRY,BTT/TRY
1.0,1e-06,binance,binance:BTT/TUSD,BTT/TUSD
1.0,1e-06,binance,binance:BTT/USDC,BTT/USDC
1.0,1e-06,binance,binance:BTT/USDT,BTT/USDT
1.0,1e-08,binance,binance:BTTC/BUSD,BTTC/BUSD
1.0,1e-08,binance,binance:BTTC/TRY,BTTC/TRY
1.0,1e-08,binance,binance:BTTC/USDC,BTTC/USDC
1.0,1e-08,binance,binance:BTTC/USDT,BTTC/USDT
1e-06,0.01,binance,binance:BULL/BUSD,BULL/BUSD
1e-06,0.01,binance,binance:BULL/USDT,BULL/USDT
1.0,1e-05,binance,binance:BULLA/USDT:USDT,BULLA/USDT:USDT
0.1,1e-06,binance,binance:BURGER/BNB,BURGER/BNB
0.1,0.0001,binance,binance:BURGER/BUSD,BURGER/BUSD
0.01,1e-07,binance,binance:BURGER/ETH,BURGER/ETH
0.1,0.0001,binance,binance:BURGER/USDT,BURGER/USDT
0.1,1.0,binance,binance:BUSD/BIDR,BUSD/BIDR
0.1,0.01,binance,binance:BUSD/BKRW,BUSD/BKRW
0.1,0.001,binance,binance:BUSD/BRL,BUSD/BRL
1.0,1.0,binance,binance:BUSD/BVND,BUSD/BVND
0.1,0.0001,binance,binance:BUSD/DAI,BUSD/DAI
0.01,1.0,binance,binance:BUSD/IDRT,BUSD/IDRT
0.01,0.01,binance,binance:BUSD/NGN,BUSD/NGN
1.0,0.001,binance,binance:BUSD/PLN,BUSD/PLN
1.0,0.001,binance,binance:BUSD/RON,BUSD/RON
1.0,0.01,binance,binance:BUSD/RUB,BUSD/RUB
1.0,0.01,binance,binance:BUSD/TRY,BUSD/TRY
1.0,0.01,binance,binance:BUSD/UAH,BUSD/UAH
1.0,0.0001,binance,binance:BUSD/USDT,BUSD/USDT
0.1,0.001,binance,binance:BUSD/VAI,BUSD/VAI
1.0,0.01,binance,binance:BUSD/ZAR,BUSD/ZAR
0.1,1e-05,binance,binance:BZRX/BNB,BZRX/BNB
1.0,1e-08,binance,binance:BZRX/BTC,BZRX/BTC
1.0,0.0001,binance,binance:BZRX/BUSD,BZRX/BUSD
1.0,0.0001,binance,binance:BZRX/USDT,BZRX/USDT
0.1,1e-08,binance,binance:C/BNB,C/BNB
0.1,0.0001,binance,binance:C/FDUSD,C/FDUSD
0.1,0.001,binance,binance:C/TRY,C/TRY
0.1,0.0001,binance,binance:C/USDC,C/USDC
0.1,0.0001,binance,binance:C/USDT,C/USDT
1.0,1e-05,binance,binance:C/USDT:USDT,C/USDT:USDT
0.1,1e-06,binance,binance:C98/BNB,C98/BNB
0.1,0.001,binance,binance:C98/BRL,C98/BRL
0.1,1e-08,binance,binance:C98/BTC,C98/BTC
0.1,0.0001,binance,binance:C98/BUSD,C98/BUSD
0.1,0.0001,binance,binance:C98/USDT,C98/USDT
1.0,0.0001,binance,binance:C98/USDT:USDT,C98/USDT:USDT
0.01,0.01,binance,binance:CAKE/AUD,CAKE/AUD
0.01,1e-06,binance,binance:CAKE/BNB,CAKE/BNB
0.01,0.01,binance,binance:CAKE/BRL,CAKE/BRL
0.01,1e-08,binance,binance:CAKE/BTC,CAKE/BTC
0.01,0.001,binance,binance:CAKE/BUSD,CAKE/BUSD
0.01,0.001,binance,binance:CAKE/GBP,CAKE/GBP
0.01,0.01,binance,binance:CAKE/TRY,CAKE/TRY
