exchange,symbol_id,symbol,base,quote,type,spot,swap,future,option,active,taker,maker
binance,binance:MINA/BTC,MINA/BTC,MINA,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:MINA/BUSD,MINA/BUSD,MINA,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:MINA/TRY,MINA/TRY,MINA,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:MINA/USDT,MINA/USDT,MINA,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:MINA/USDT:USDT,MINA/USDT:USDT,MINA,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:MIR/BTC,MIR/BTC,MIR,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:MIR/BUSD,MIR/BUSD,MIR,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:MIR/USDT,MIR/USDT,MIR,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:MITH/BNB,MITH/BNB,MITH,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:MITH/BTC,MITH/BTC,MITH,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:MITH/USDT,MITH/USDT,MITH,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:MKR/BNB,MKR/BNB,MKR,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:MKR/BTC,MKR/BTC,MKR,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:MKR/BUSD,MKR/BUSD,MKR,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:MKR/TRY,MKR/TRY,MKR,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:MKR/USDC,MKR/USDC,MKR,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:MKR/USDT,MKR/USDT,MKR,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:MKR/USDT:USDT,MKR/USDT:USDT,MKR,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:MLN/BNB,MLN/BNB,MLN,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:MLN/BTC,MLN/BTC,MLN,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:MLN/BUSD,MLN/BUSD,MLN,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:MLN/USDT,MLN/USDT,MLN,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:MLN/USDT:USDT,MLN/USDT:USDT,MLN,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:MOB/BTC,MOB/BTC,MOB,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:MOB/BUSD,MOB/BUSD,MOB,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:MOB/USDT,MOB/USDT,MOB,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:MOCA/USDT:USDT,MOCA/USDT:USDT,MOCA,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:MOD/BTC,MOD/BTC,MOD,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:MOD/ETH,MOD/ETH,MOD,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:MOODENG/USDT:USDT,MOODENG/USDT:USDT,MOODENG,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:MORPHO/USDT:USDT,MORPHO/USDT:USDT,MORPHO,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:MOVE/BNB,MOVE/BNB,MOVE,BNB,spot,True,False,False,False,True,0.001,0.001
binance,binance:MOVE/BTC,MOVE/BTC,MOVE,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:MOVE/FDUSD,MOVE/FDUSD,MOVE,FDUSD,spot,True,False,False,False,True,0.001,0.001
binance,binance:MOVE/TRY,MOVE/TRY,MOVE,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:MOVE/USDC,MOVE/USDC,MOVE,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:MOVE/USDT,MOVE/USDT,MOVE,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:MOVE/USDT:USDT,MOVE/USDT:USDT,MOVE,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:MOVR/BNB,MOVR/BNB,MOVR,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:MOVR/BTC,MOVR/BTC,MOVR,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:MOVR/BUSD,MOVR/BUSD,MOVR,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:MOVR/TRY,MOVR/TRY,MOVR,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:MOVR/USDT,MOVR/USDT,MOVR,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:MOVR/USDT:USDT,MOVR/USDT:USDT,MOVR,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:MTH/BTC,MTH/BTC,MTH,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:MTH/ETH,MTH/ETH,MTH,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:MTL/BTC,MTL/BTC,MTL,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:MTL/BUSD,MTL/BUSD,MTL,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:MTL/ETH,MTL/ETH,MTL,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:MTL/TRY,MTL/TRY,MTL,TRY,spot,True,False,False,False,False,0.001,0.001
binance,binance:MTL/USDT,MTL/USDT,MTL,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:MTL/USDT:USDT,MTL/USDT:USDT,MTL,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:MUBARAK/TRY,MUBARAK/TRY,MUBARAK,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:MUBARAK/USDC,MUBARAK/USDC,MUBARAK,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:MUBARAK/USDT,MUBARAK/USDT,MUBARAK,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:MUBARAK/USDT:USDT,MUBARAK/USDT:USDT,MUBARAK,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:MULTI/BTC,MULTI/BTC,MULTI,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:MULTI/BUSD,MULTI/BUSD,MULTI,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:MULTI/USDT,MULTI/USDT,MULTI,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:MYRO/USDT:USDT,MYRO/USDT:USDT,MYRO,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:MYX/USDT:USDT,MYX/USDT:USDT,MYX,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:NANO/BNB,NANO/BNB,NANO,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:NANO/BTC,NANO/BTC,NANO,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:NANO/BUSD,NANO/BUSD,NANO,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:NANO/ETH,NANO/ETH,NANO,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:NANO/USDT,NANO/USDT,NANO,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:NAORIS/USDT:USDT,NAORIS/USDT:USDT,NAORIS,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:NAS/BNB,NAS/BNB,NAS,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:NAS/BTC,NAS/BTC,NAS,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:NAS/ETH,NAS/ETH,NAS,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:NAV/BNB,NAV/BNB,NAV,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:NAV/BTC,NAV/BTC,NAV,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:NAV/ETH,NAV/ETH,NAV,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:NBS/BTC,NBS/BTC,NBS,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:NBS/USDT,NBS/USDT,NBS,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:NCASH/BNB,NCASH/BNB,NCASH,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:NCASH/BTC,NCASH/BTC,NCASH,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:NCASH/ETH,NCASH/ETH,NCASH,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:NEAR/BNB,NEAR/BNB,NEAR,BNB,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEAR/BRL,NEAR/BRL,NEAR,BRL,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEAR/BTC,NEAR/BTC,NEAR,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEAR/BUSD,NEAR/BUSD,NEAR,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:NEAR/ETH,NEAR/ETH,NEAR,ETH,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEAR/EUR,NEAR/EUR,NEAR,EUR,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEAR/FDUSD,NEAR/FDUSD,NEAR,FDUSD,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEAR/JPY,NEAR/JPY,NEAR,JPY,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEAR/RUB,NEAR/RUB,NEAR,RUB,spot,True,False,False,False,False,0.001,0.001
binance,binance:NEAR/TRY,NEAR/TRY,NEAR,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEAR/USD:NEAR,NEAR/USD:NEAR,NEAR,USD,swap,False,True,False,False,True,0.0005,0.0001
binance,binance:NEAR/USDC,NEAR/USDC,NEAR,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEAR/USDC:USDC,NEAR/USDC:USDC,NEAR,USDC,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:NEAR/USDT,NEAR/USDT,NEAR,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEAR/USDT:USDT,NEAR/USDT:USDT,NEAR,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:NEBL/BNB,NEBL/BNB,NEBL,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:NEBL/BTC,NEBL/BTC,NEBL,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:NEBL/BUSD,NEBL/BUSD,NEBL,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:NEBL/USDT,NEBL/USDT,NEBL,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:NEIRO/BRL,NEIRO/BRL,NEIRO,BRL,spot,True,False,False,False,False,0.001,0.001
binance,binance:NEIRO/EUR,NEIRO/EUR,NEIRO,EUR,spot,True,False,False,False,False,0.001,0.001
binance,binance:NEIRO/FDUSD,NEIRO/FDUSD,NEIRO,FDUSD,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEIRO/JPY,NEIRO/JPY,NEIRO,JPY,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEIRO/TRY,NEIRO/TRY,NEIRO,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEIRO/USDC,NEIRO/USDC,NEIRO,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEIRO/USDT,NEIRO/USDT,NEIRO,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEIRO/USDT:USDT,NEIRO/USDT:USDT,NEIRO,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:NEIROETH/USDT:USDT,NEIROETH/USDT:USDT,NEIROETH,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:NEO/BNB,NEO/BNB,NEO,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:NEO/BTC,NEO/BTC,NEO,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEO/BUSD,NEO/BUSD,NEO,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:NEO/ETH,NEO/ETH,NEO,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:NEO/PAX,NEO/PAX,NEO,PAX,spot,True,False,False,False,False,0.001,0.001
binance,binance:NEO/RUB,NEO/RUB,NEO,RUB,spot,True,False,False,False,False,0.001,0.001
binance,binance:NEO/TRY,NEO/TRY,NEO,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEO/TUSD,NEO/TUSD,NEO,TUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:NEO/USDC,NEO/USDC,NEO,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEO/USDC:USDC,NEO/USDC:USDC,NEO,USDC,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:NEO/USDT,NEO/USDT,NEO,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEO/USDT:USDT,NEO/USDT:USDT,NEO,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:NEWT/BNB,NEWT/BNB,NEWT,BNB,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEWT/FDUSD,NEWT/FDUSD,NEWT,FDUSD,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEWT/TRY,NEWT/TRY,NEWT,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEWT/USDC,NEWT/USDC,NEWT,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEWT/USDT,NEWT/USDT,NEWT,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEWT/USDT:USDT,NEWT/USDT:USDT,NEWT,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:NEXO/BTC,NEXO/BTC,NEXO,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:NEXO/BUSD,NEXO/BUSD,NEXO,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:NEXO/USDT,NEXO/USDT,NEXO,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:NFP/BNB,NFP/BNB,NFP,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:NFP/BTC,NFP/BTC,NFP,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:NFP/FDUSD,NFP/FDUSD,NFP,FDUSD,spot,True,False,False,False,True,0.001,0.001
binance,binance:NFP/TRY,NFP/TRY,NFP,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:NFP/TUSD,NFP/TUSD,NFP,TUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:NFP/USDT,NFP/USDT,NFP,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:NFP/USDT:USDT,NFP/USDT:USDT,NFP,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:NIL/BNB,NIL/BNB,NIL,BNB,spot,True,False,False,False,True,0.001,0.001
binance,binance:NIL/FDUSD,NIL/FDUSD,NIL,FDUSD,spot,True,False,False,False,True,0.001,0.001
binance,binance:NIL/TRY,NIL/TRY,NIL,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:NIL/USDC,NIL/USDC,NIL,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:NIL/USDT,NIL/USDT,NIL,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:NIL/USDT:USDT,NIL/USDT:USDT,NIL,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:NKN/BNB,NKN/BNB,NKN,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:NKN/BTC,NKN/BTC,NKN,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:NKN/BUSD,NKN/BUSD,NKN,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:NKN/USDT,NKN/USDT,NKN,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:NKN/USDT:USDT,NKN/USDT:USDT,NKN,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:NMR/BTC,NMR/BTC,NMR,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:NMR/BUSD,NMR/BUSD,NMR,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:NMR/USDT,NMR/USDT,NMR,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:NMR/USDT:USDT,NMR/USDT:USDT,NMR,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:NOT/BNB,NOT/BNB,NOT,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:NOT/BRL,NOT/BRL,NOT,BRL,spot,True,False,False,False,False,0.001,0.001
binance,binance:NOT/EUR,NOT/EUR,NOT,EUR,spot,True,False,False,False,False,0.001,0.001
binance,binance:NOT/FDUSD,NOT/FDUSD,NOT,FDUSD,spot,True,False,False,False,True,0.001,0.001
binance,binance:NOT/TRY,NOT/TRY,NOT,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:NOT/USDC,NOT/USDC,NOT,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:NOT/USDT,NOT/USDT,NOT,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:NOT/USDT:USDT,NOT/USDT:USDT,NOT,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:NPXS/BTC,NPXS/BTC,NPXS,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:NPXS/ETH,NPXS/ETH,NPXS,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:NPXS/USDC,NPXS/USDC,NPXS,USDC,spot,True,False,False,False,False,0.001,0.001
binance,binance:NPXS/USDT,NPXS/USDT,NPXS,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:NTRN/BNB,NTRN/BNB,NTRN,BNB,spot,True,False,False,False,True,0.001,0.001
binance,binance:NTRN/BTC,NTRN/BTC,NTRN,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:NTRN/TRY,NTRN/TRY,NTRN,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:NTRN/USDT,NTRN/USDT,NTRN,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:NTRN/USDT:USDT,NTRN/USDT:USDT,NTRN,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:NU/AUD,NU/AUD,NU,AUD,spot,True,False,False,False,False,0.001,0.001
binance,binance:NU/BNB,NU/BNB,NU,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:NU/BTC,NU/BTC,NU,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:NU/BUSD,NU/BUSD,NU,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:NU/RUB,NU/RUB,NU,RUB,spot,True,False,False,False,False,0.001,0.001
binance,binance:NU/USDT,NU/USDT,NU,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:NULS/BNB,NULS/BNB,NULS,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:NULS/BTC,NULS/BTC,NULS,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:NULS/BUSD,NULS/BUSD,NULS,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:NULS/ETH,NULS/ETH,NULS,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:NULS/USDT,NULS/USDT,NULS,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:NULS/USDT:USDT,NULS/USDT:USDT,NULS,USDT,swap,False,True,False,False,False,0.0005,0.0002
binance,binance:NXPC/BNB,NXPC/BNB,NXPC,BNB,spot,True,False,False,False,True,0.001,0.001
binance,binance:NXPC/FDUSD,NXPC/FDUSD,NXPC,FDUSD,spot,True,False,False,False,True,0.001,0.001
binance,binance:NXPC/TRY,NXPC/TRY,NXPC,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:NXPC/USDC,NXPC/USDC,NXPC,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:NXPC/USDT,NXPC/USDT,NXPC,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:NXPC/USDT:USDT,NXPC/USDT:USDT,NXPC,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:NXS/BNB,NXS/BNB,NXS,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:NXS/BTC,NXS/BTC,NXS,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:NXS/ETH,NXS/ETH,NXS,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:OAX/BTC,OAX/BTC,OAX,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:OAX/ETH,OAX/ETH,OAX,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:OAX/USDT,OAX/USDT,OAX,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:OBOL/USDT:USDT,OBOL/USDT:USDT,OBOL,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:OCEAN/BNB,OCEAN/BNB,OCEAN,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:OCEAN/BTC,OCEAN/BTC,OCEAN,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:OCEAN/BUSD,OCEAN/BUSD,OCEAN,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:OCEAN/TRY,OCEAN/TRY,OCEAN,TRY,spot,True,False,False,False,False,0.001,0.001
binance,binance:OCEAN/USDT,OCEAN/USDT,OCEAN,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:OCEAN/USDT:USDT,OCEAN/USDT:USDT,OCEAN,USDT,swap,False,True,False,False,False,0.0005,0.0002
binance,binance:OG/BTC,OG/BTC,OG,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:OG/BUSD,OG/BUSD,OG,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:OG/TRY,OG/TRY,OG,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:OG/USDT,OG/USDT,OG,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:OG/USDT:USDT,OG/USDT:USDT,OG,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:OGN/BNB,OGN/BNB,OGN,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:OGN/BTC,OGN/BTC,OGN,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:OGN/BUSD,OGN/BUSD,OGN,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:OGN/TRY,OGN/TRY,OGN,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:OGN/USDT,OGN/USDT,OGN,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:OGN/USDT:USDT,OGN/USDT:USDT,OGN,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:OL/USDT:USDT,OL/USDT:USDT,OL,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:OLDSKY/BNB,OLDSKY/BNB,OLDSKY,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:OLDSKY/BTC,OLDSKY/BTC,OLDSKY,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:OLDSKY/ETH,OLDSKY/ETH,OLDSKY,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:OM/BTC,OM/BTC,OM,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:OM/BUSD,OM/BUSD,OM,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:OM/TRY,OM/TRY,OM,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:OM/USDC,OM/USDC,OM,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:OM/USDT,OM/USDT,OM,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:OM/USDT:USDT,OM/USDT:USDT,OM,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:OMG/BNB,OMG/BNB,OMG,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:OMG/BTC,OMG/BTC,OMG,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:OMG/BUSD,OMG/BUSD,OMG,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:OMG/ETH,OMG/ETH,OMG,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:OMG/USDT,OMG/USDT,OMG,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:OMG/USDT:USDT,OMG/USDT:USDT,OMG,USDT,swap,False,True,False,False,False,0.0005,0.0002
binance,binance:OMNI/BNB,OMNI/BNB,OMNI,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:OMNI/BRL,OMNI/BRL,OMNI,BRL,spot,True,False,False,False,False,0.001,0.001
binance,binance:OMNI/BTC,OMNI/BTC,OMNI,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:OMNI/FDUSD,OMNI/FDUSD,OMNI,FDUSD,spot,True,False,False,False,True,0.001,0.001
binance,binance:OMNI/TRY,OMNI/TRY,OMNI,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:OMNI/USDC,OMNI/USDC,OMNI,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:OMNI/USDT,OMNI/USDT,OMNI,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:OMNI/USDT:USDT,OMNI/USDT:USDT,OMNI,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:ONDO/TRY,ONDO/TRY,ONDO,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:ONDO/USDC,ONDO/USDC,ONDO,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:ONDO/USDT,ONDO/USDT,ONDO,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:ONDO/USDT:USDT,ONDO/USDT:USDT,ONDO,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:ONE/BIDR,ONE/BIDR,ONE,BIDR,spot,True,False,False,False,False,0.001,0.001
binance,binance:ONE/BNB,ONE/BNB,ONE,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:ONE/BTC,ONE/BTC,ONE,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:ONE/BUSD,ONE/BUSD,ONE,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:ONE/ETH,ONE/ETH,ONE,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:ONE/PAX,ONE/PAX,ONE,PAX,spot,True,False,False,False,False,0.001,0.001
binance,binance:ONE/TRY,ONE/TRY,ONE,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:ONE/TUSD,ONE/TUSD,ONE,TUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:ONE/USDC,ONE/USDC,ONE,USDC,spot,True,False,False,False,False,0.001,0.001
binance,binance:ONE/USDT,ONE/USDT,ONE,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:ONE/USDT:USDT,ONE/USDT:USDT,ONE,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:ONG/BNB,ONG/BNB,ONG,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:ONG/BTC,ONG/BTC,ONG,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:ONG/USDT,ONG/USDT,ONG,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:ONG/USDT:USDT,ONG/USDT:USDT,ONG,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:ONT/BNB,ONT/BNB,ONT,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:ONT/BTC,ONT/BTC,ONT,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:ONT/BUSD,ONT/BUSD,ONT,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:ONT/ETH,ONT/ETH,ONT,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:ONT/PAX,ONT/PAX,ONT,PAX,spot,True,False,False,False,False,0.001,0.001
