exchange,symbol_id,symbol,base,quote,type,spot,swap,future,option,active,taker,maker
binance,binance:BROCCOLI714/USDC,BROCCOLI714/USDC,BROCCOLI714,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:BROCCOLI714/USDT,BROCCOLI714/USDT,BROCCOLI714,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:BROCCOLI714/USDT:USDT,BROCCOLI714/USDT:USDT,BROCCOLI714,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:BROCCOLIF3B/USDT:USDT,BROCCOLIF3B/USDT:USDT,BROCCOLIF3B,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:BSV/BTC,BSV/BTC,BSV,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:BSV/PAX,BSV/PAX,BSV,PAX,spot,True,False,False,False,False,0.001,0.001
binance,binance:BSV/TUSD,BSV/TUSD,BSV,TUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:BSV/USDC,BSV/USDC,BSV,USDC,spot,True,False,False,False,False,0.001,0.001
binance,binance:BSV/USDT,BSV/USDT,BSV,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:BSV/USDT:USDT,BSV/USDT:USDT,BSV,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:BSW/BNB,BSW/BNB,BSW,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:BSW/BUSD,BSW/BUSD,BSW,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:BSW/ETH,BSW/ETH,BSW,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:BSW/TRY,BSW/TRY,BSW,TRY,spot,True,False,False,False,False,0.001,0.001
binance,binance:BSW/USDT,BSW/USDT,BSW,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:BSW/USDT:USDT,BSW/USDT:USDT,BSW,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:BTC/AEUR,BTC/AEUR,BTC,AEUR,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTC/ARS,BTC/ARS,BTC,ARS,spot,True,False,False,False,True,0.001,0.001
binance,binance:BTC/AUD,BTC/AUD,BTC,AUD,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTC/BIDR,BTC/BIDR,BTC,BIDR,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTC/BKRW,BTC/BKRW,BTC,BKRW,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTC/BRL,BTC/BRL,BTC,BRL,spot,True,False,False,False,True,0.001,0.001
binance,binance:BTC/BUSD,BTC/BUSD,BTC,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTC/DAI,BTC/DAI,BTC,DAI,spot,True,False,False,False,True,0.001,0.001
binance,binance:BTC/EUR,BTC/EUR,BTC,EUR,spot,True,False,False,False,True,0.001,0.001
binance,binance:BTC/EURI,BTC/EURI,BTC,EURI,spot,True,False,False,False,True,0.001,0.001
binance,binance:BTC/FDUSD,BTC/FDUSD,BTC,FDUSD,spot,True,False,False,False,True,0.001,0.001
binance,binance:BTC/GBP,BTC/GBP,BTC,GBP,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTC/IDRT,BTC/IDRT,BTC,IDRT,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTC/JPY,BTC/JPY,BTC,JPY,spot,True,False,False,False,True,0.001,0.001
binance,binance:BTC/MXN,BTC/MXN,BTC,MXN,spot,True,False,False,False,True,0.001,0.001
binance,binance:BTC/NGN,BTC/NGN,BTC,NGN,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTC/PAX,BTC/PAX,BTC,PAX,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTC/PLN,BTC/PLN,BTC,PLN,spot,True,False,False,False,True,0.001,0.001
binance,binance:BTC/RON,BTC/RON,BTC,RON,spot,True,False,False,False,True,0.001,0.001
binance,binance:BTC/RUB,BTC/RUB,BTC,RUB,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTC/TRY,BTC/TRY,BTC,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:BTC/TUSD,BTC/TUSD,BTC,TUSD,spot,True,False,False,False,True,0.001,0.001
binance,binance:BTC/UAH,BTC/UAH,BTC,UAH,spot,True,False,False,False,True,0.001,0.001
binance,binance:BTC/USD:BTC,BTC/USD:BTC,BTC,USD,swap,False,True,False,False,True,0.0005,0.0001
binance,binance:BTC/USD:BTC-250926,BTC/USD:BTC-250926,BTC,USD,future,False,False,True,False,True,0.0005,0.0001
binance,binance:BTC/USD:BTC-251226,BTC/USD:BTC-251226,BTC,USD,future,False,False,True,False,True,0.0005,0.0001
binance,binance:BTC/USDC,BTC/USDC,BTC,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:BTC/USDC:USDC,BTC/USDC:USDC,BTC,USDC,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:BTC/USDP,BTC/USDP,BTC,USDP,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTC/USDS,BTC/USDS,BTC,USDS,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTC/USDT,BTC/USDT,BTC,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:BTC/USDT:USDT,BTC/USDT:USDT,BTC,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:BTC/USDT:USDT-250926,BTC/USDT:USDT-250926,BTC,USDT,future,False,False,True,False,True,0.0005,0.0002
binance,binance:BTC/USDT:USDT-251226,BTC/USDT:USDT-251226,BTC,USDT,future,False,False,True,False,True,0.0005,0.0002
binance,binance:BTC/UST,BTC/UST,BTC,UST,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTC/VAI,BTC/VAI,BTC,VAI,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTC/ZAR,BTC/ZAR,BTC,ZAR,spot,True,False,False,False,True,0.001,0.001
binance,binance:BTCB/BTC,BTCB/BTC,BTCB,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTCDOM/USDT:USDT,BTCDOM/USDT:USDT,BTCDOM,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:BTCDOWN/USDT,BTCDOWN/USDT,BTCDOWN,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTCST/BTC,BTCST/BTC,BTCST,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTCST/BUSD,BTCST/BUSD,BTCST,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTCST/USDT,BTCST/USDT,BTCST,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTCST/USDT:USDT,BTCST/USDT:USDT,BTCST,USDT,swap,False,True,False,False,False,0.0005,0.0002
binance,binance:BTCUP/USDT,BTCUP/USDT,BTCUP,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTG/BTC,BTG/BTC,BTG,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTG/BUSD,BTG/BUSD,BTG,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTG/ETH,BTG/ETH,BTG,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTG/USDT,BTG/USDT,BTG,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTS/BNB,BTS/BNB,BTS,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTS/BTC,BTS/BTC,BTS,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTS/BUSD,BTS/BUSD,BTS,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTS/ETH,BTS/ETH,BTS,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTS/USDT,BTS/USDT,BTS,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTT/BNB,BTT/BNB,BTT,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTT/BRL,BTT/BRL,BTT,BRL,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTT/BTC,BTT/BTC,BTT,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTT/BUSD,BTT/BUSD,BTT,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTT/EUR,BTT/EUR,BTT,EUR,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTT/PAX,BTT/PAX,BTT,PAX,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTT/TRX,BTT/TRX,BTT,TRX,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTT/TRY,BTT/TRY,BTT,TRY,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTT/TUSD,BTT/TUSD,BTT,TUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTT/USDC,BTT/USDC,BTT,USDC,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTT/USDT,BTT/USDT,BTT,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTTC/BUSD,BTTC/BUSD,BTTC,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTTC/TRY,BTTC/TRY,BTTC,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:BTTC/USDC,BTTC/USDC,BTTC,USDC,spot,True,False,False,False,False,0.001,0.001
binance,binance:BTTC/USDT,BTTC/USDT,BTTC,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:BULL/BUSD,BULL/BUSD,BULL,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:BULL/USDT,BULL/USDT,BULL,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:BULLA/USDT:USDT,BULLA/USDT:USDT,BULLA,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:BURGER/BNB,BURGER/BNB,BURGER,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:BURGER/BUSD,BURGER/BUSD,BURGER,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:BURGER/ETH,BURGER/ETH,BURGER,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:BURGER/USDT,BURGER/USDT,BURGER,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:BUSD/BIDR,BUSD/BIDR,BUSD,BIDR,spot,True,False,False,False,False,0.001,0.001
binance,binance:BUSD/BKRW,BUSD/BKRW,BUSD,BKRW,spot,True,False,False,False,False,0.001,0.001
binance,binance:BUSD/BRL,BUSD/BRL,BUSD,BRL,spot,True,False,False,False,False,0.001,0.001
binance,binance:BUSD/BVND,BUSD/BVND,BUSD,BVND,spot,True,False,False,False,False,0.001,0.001
binance,binance:BUSD/DAI,BUSD/DAI,BUSD,DAI,spot,True,False,False,False,False,0.001,0.001
binance,binance:BUSD/IDRT,BUSD/IDRT,BUSD,IDRT,spot,True,False,False,False,False,0.001,0.001
binance,binance:BUSD/NGN,BUSD/NGN,BUSD,NGN,spot,True,False,False,False,False,0.001,0.001
binance,binance:BUSD/PLN,BUSD/PLN,BUSD,PLN,spot,True,False,False,False,False,0.001,0.001
binance,binance:BUSD/RON,BUSD/RON,BUSD,RON,spot,True,False,False,False,False,0.001,0.001
binance,binance:BUSD/RUB,BUSD/RUB,BUSD,RUB,spot,True,False,False,False,False,0.001,0.001
binance,binance:BUSD/TRY,BUSD/TRY,BUSD,TRY,spot,True,False,False,False,False,0.001,0.001
binance,binance:BUSD/UAH,BUSD/UAH,BUSD,UAH,spot,True,False,False,False,False,0.001,0.001
binance,binance:BUSD/USDT,BUSD/USDT,BUSD,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:BUSD/VAI,BUSD/VAI,BUSD,VAI,spot,True,False,False,False,False,0.001,0.001
binance,binance:BUSD/ZAR,BUSD/ZAR,BUSD,ZAR,spot,True,False,False,False,False,0.001,0.001
binance,binance:BZRX/BNB,BZRX/BNB,BZRX,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:BZRX/BTC,BZRX/BTC,BZRX,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:BZRX/BUSD,BZRX/BUSD,BZRX,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:BZRX/USDT,BZRX/USDT,BZRX,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:C/BNB,C/BNB,C,BNB,spot,True,False,False,False,True,0.001,0.001
binance,binance:C/FDUSD,C/FDUSD,C,FDUSD,spot,True,False,False,False,True,0.001,0.001
binance,binance:C/TRY,C/TRY,C,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:C/USDC,C/USDC,C,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:C/USDT,C/USDT,C,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:C/USDT:USDT,C/USDT:USDT,C,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:C98/BNB,C98/BNB,C98,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:C98/BRL,C98/BRL,C98,BRL,spot,True,False,False,False,False,0.001,0.001
binance,binance:C98/BTC,C98/BTC,C98,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:C98/BUSD,C98/BUSD,C98,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:C98/USDT,C98/USDT,C98,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:C98/USDT:USDT,C98/USDT:USDT,C98,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:CAKE/AUD,CAKE/AUD,CAKE,AUD,spot,True,False,False,False,False,0.001,0.001
binance,binance:CAKE/BNB,CAKE/BNB,CAKE,BNB,spot,True,False,False,False,True,0.001,0.001
binance,binance:CAKE/BRL,CAKE/BRL,CAKE,BRL,spot,True,False,False,False,False,0.001,0.001
binance,binance:CAKE/BTC,CAKE/BTC,CAKE,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:CAKE/BUSD,CAKE/BUSD,CAKE,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:CAKE/GBP,CAKE/GBP,CAKE,GBP,spot,True,False,False,False,False,0.001,0.001
binance,binance:CAKE/TRY,CAKE/TRY,CAKE,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:CAKE/TUSD,CAKE/TUSD,CAKE,TUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:CAKE/USDC,CAKE/USDC,CAKE,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:CAKE/USDT,CAKE/USDT,CAKE,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:CAKE/USDT:USDT,CAKE/USDT:USDT,CAKE,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:CARV/USDT:USDT,CARV/USDT:USDT,CARV,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:CATI/BNB,CATI/BNB,CATI,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:CATI/BRL,CATI/BRL,CATI,BRL,spot,True,False,False,False,False,0.001,0.001
binance,binance:CATI/FDUSD,CATI/FDUSD,CATI,FDUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:CATI/TRY,CATI/TRY,CATI,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:CATI/USDC,CATI/USDC,CATI,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:CATI/USDT,CATI/USDT,CATI,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:CATI/USDT:USDT,CATI/USDT:USDT,CATI,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:CDT/BTC,CDT/BTC,CDT,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:CDT/ETH,CDT/ETH,CDT,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:CELO/BTC,CELO/BTC,CELO,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:CELO/BUSD,CELO/BUSD,CELO,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:CELO/TRY,CELO/TRY,CELO,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:CELO/USDT,CELO/USDT,CELO,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:CELO/USDT:USDT,CELO/USDT:USDT,CELO,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:CELR/BNB,CELR/BNB,CELR,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:CELR/BTC,CELR/BTC,CELR,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:CELR/BUSD,CELR/BUSD,CELR,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:CELR/ETH,CELR/ETH,CELR,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:CELR/USDT,CELR/USDT,CELR,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:CELR/USDT:USDT,CELR/USDT:USDT,CELR,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:CETUS/TRY,CETUS/TRY,CETUS,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:CETUS/USDC,CETUS/USDC,CETUS,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:CETUS/USDT,CETUS/USDT,CETUS,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:CETUS/USDT:USDT,CETUS/USDT:USDT,CETUS,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:CFX/BTC,CFX/BTC,CFX,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:CFX/BUSD,CFX/BUSD,CFX,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:CFX/TRY,CFX/TRY,CFX,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:CFX/TUSD,CFX/TUSD,CFX,TUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:CFX/USDC,CFX/USDC,CFX,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:CFX/USDT,CFX/USDT,CFX,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:CFX/USDT:USDT,CFX/USDT:USDT,CFX,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:CGPT/USDC,CGPT/USDC,CGPT,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:CGPT/USDT,CGPT/USDT,CGPT,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:CGPT/USDT:USDT,CGPT/USDT:USDT,CGPT,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:CHAT/BTC,CHAT/BTC,CHAT,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:CHAT/ETH,CHAT/ETH,CHAT,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:CHESS/BNB,CHESS/BNB,CHESS,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:CHESS/BTC,CHESS/BTC,CHESS,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:CHESS/BUSD,CHESS/BUSD,CHESS,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:CHESS/USDC,CHESS/USDC,CHESS,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:CHESS/USDT,CHESS/USDT,CHESS,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:CHESS/USDT:USDT,CHESS/USDT:USDT,CHESS,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:CHILLGUY/USDT:USDT,CHILLGUY/USDT:USDT,CHILLGUY,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:CHR/BNB,CHR/BNB,CHR,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:CHR/BTC,CHR/BTC,CHR,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:CHR/BUSD,CHR/BUSD,CHR,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:CHR/ETH,CHR/ETH,CHR,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:CHR/USDT,CHR/USDT,CHR,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:CHR/USDT:USDT,CHR/USDT:USDT,CHR,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:CHZ/BNB,CHZ/BNB,CHZ,BNB,spot,True,False,False,False,True,0.001,0.001
binance,binance:CHZ/BRL,CHZ/BRL,CHZ,BRL,spot,True,False,False,False,False,0.001,0.001
binance,binance:CHZ/BTC,CHZ/BTC,CHZ,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:CHZ/BUSD,CHZ/BUSD,CHZ,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:CHZ/EUR,CHZ/EUR,CHZ,EUR,spot,True,False,False,False,False,0.001,0.001
binance,binance:CHZ/FDUSD,CHZ/FDUSD,CHZ,FDUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:CHZ/GBP,CHZ/GBP,CHZ,GBP,spot,True,False,False,False,False,0.001,0.001
binance,binance:CHZ/TRY,CHZ/TRY,CHZ,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:CHZ/USD:CHZ,CHZ/USD:CHZ,CHZ,USD,swap,False,True,False,False,True,0.0005,0.0001
binance,binance:CHZ/USDC,CHZ/USDC,CHZ,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:CHZ/USDT,CHZ/USDT,CHZ,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:CHZ/USDT:USDT,CHZ/USDT:USDT,CHZ,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:CITY/BNB,CITY/BNB,CITY,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:CITY/BTC,CITY/BTC,CITY,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:CITY/BUSD,CITY/BUSD,CITY,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:CITY/TRY,CITY/TRY,CITY,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:CITY/USDT,CITY/USDT,CITY,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:CKB/BTC,CKB/BTC,CKB,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:CKB/BUSD,CKB/BUSD,CKB,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:CKB/TRY,CKB/TRY,CKB,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:CKB/USDC,CKB/USDC,CKB,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:CKB/USDT,CKB/USDT,CKB,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:CKB/USDT:USDT,CKB/USDT:USDT,CKB,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:CLOAK/BTC,CLOAK/BTC,CLOAK,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:CLOAK/ETH,CLOAK/ETH,CLOAK,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:CLV/BNB,CLV/BNB,CLV,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:CLV/BTC,CLV/BTC,CLV,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:CLV/BUSD,CLV/BUSD,CLV,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:CLV/USDT,CLV/USDT,CLV,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:CMT/BNB,CMT/BNB,CMT,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:CMT/BTC,CMT/BTC,CMT,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:CMT/ETH,CMT/ETH,CMT,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:CND/BNB,CND/BNB,CND,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:CND/BTC,CND/BTC,CND,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:CND/ETH,CND/ETH,CND,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:COCOS/BNB,COCOS/BNB,COCOS,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:COCOS/BTC,COCOS/BTC,COCOS,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:COCOS/BUSD,COCOS/BUSD,COCOS,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:COCOS/TRY,COCOS/TRY,COCOS,TRY,spot,True,False,False,False,False,0.001,0.001
binance,binance:COCOS/USDT,COCOS/USDT,COCOS,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:COMBO/BNB,COMBO/BNB,COMBO,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:COMBO/TRY,COMBO/TRY,COMBO,TRY,spot,True,False,False,False,False,0.001,0.001
binance,binance:COMBO/USDT,COMBO/USDT,COMBO,USDT,spot,True,False,False,False,False,0.001,0.001
binance,binance:COMBO/USDT:USDT,COMBO/USDT:USDT,COMBO,USDT,swap,False,True,False,False,False,0.0005,0.0002
binance,binance:COMP/BNB,COMP/BNB,COMP,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:COMP/BTC,COMP/BTC,COMP,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:COMP/BUSD,COMP/BUSD,COMP,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:COMP/TRY,COMP/TRY,COMP,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:COMP/TUSD,COMP/TUSD,COMP,TUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:COMP/USDC,COMP/USDC,COMP,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:COMP/USDT,COMP/USDT,COMP,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:COMP/USDT:USDT,COMP/USDT:USDT,COMP,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:COOKIE/USDC,COOKIE/USDC,COOKIE,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:COOKIE/USDT,COOKIE/USDT,COOKIE,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:COOKIE/USDT:USDT,COOKIE/USDT:USDT,COOKIE,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:COS/BNB,COS/BNB,COS,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:COS/BTC,COS/BTC,COS,BTC,spot,True,False,False,False,False,0.001,0.001
binance,binance:COS/BUSD,COS/BUSD,COS,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:COS/TRY,COS/TRY,COS,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:COS/USDT,COS/USDT,COS,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:COS/USDT:USDT,COS/USDT:USDT,COS,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:COTI/BNB,COTI/BNB,COTI,BNB,spot,True,False,False,False,False,0.001,0.001
binance,binance:COTI/BTC,COTI/BTC,COTI,BTC,spot,True,False,False,False,True,0.001,0.001
binance,binance:COTI/BUSD,COTI/BUSD,COTI,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:COTI/TRY,COTI/TRY,COTI,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:COTI/USDT,COTI/USDT,COTI,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:COTI/USDT:USDT,COTI/USDT:USDT,COTI,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:COVER/BUSD,COVER/BUSD,COVER,BUSD,spot,True,False,False,False,False,0.001,0.001
binance,binance:COVER/ETH,COVER/ETH,COVER,ETH,spot,True,False,False,False,False,0.001,0.001
binance,binance:COW/TRY,COW/TRY,COW,TRY,spot,True,False,False,False,True,0.001,0.001
binance,binance:COW/USDC,COW/USDC,COW,USDC,spot,True,False,False,False,True,0.001,0.001
binance,binance:COW/USDT,COW/USDT,COW,USDT,spot,True,False,False,False,True,0.001,0.001
binance,binance:COW/USDT:USDT,COW/USDT:USDT,COW,USDT,swap,False,True,False,False,True,0.0005,0.0002
binance,binance:CREAM/BNB,CREAM/BNB,CREAM,BNB,spot,True,False,False,False,False,0.001,0.001
